cell_id,Library,Well,Hours,Media,Mapped.Fragments
CELL_0499,LIB_499,WELL_499,48,GM,3445540
CELL_0500,LIB_500,WELL_500,72,DM,2955317
CELL_0501,LIB_501,WELL_501,0,GM,1580236
CELL_0502,LIB_502,WELL_502,24,DM,3020494
CELL_0503,LIB_503,WELL_503,48,GM,2609176
CELL_0504,LIB_504,WELL_504,72,DM,4369247
CELL_0505,LIB_505,WELL_505,0,GM,2741798
CELL_0506,LIB_506,WELL_506,24,DM,3294268
CELL_0507,LIB_507,WELL_507,48,GM,3796500
CELL_0508,LIB_508,WELL_508,72,DM,1162900
CELL_0509,LIB_509,WELL_509,0,GM,3357674
CELL_0510,LIB_510,WELL_510,24,DM,1588459
CELL_0511,LIB_511,WELL_511,48,GM,4347349
CELL_0512,LIB_512,WELL_512,72,DM,2021860
CELL_0513,LIB_513,WELL_513,0,GM,3562304
CELL_0514,LIB_514,WELL_514,24,DM,1424519
CELL_0515,LIB_515,WELL_515,48,GM,2393248
CELL_0516,LIB_516,WELL_516,72,DM,4223244
CELL_0517,LIB_517,WELL_517,0,GM,1747885
CELL_0518,LIB_518,WELL_518,24,DM,2524488
CELL_0519,LIB_519,WELL_519,48,GM,2833971
CELL_0520,LIB_520,WELL_520,72,DM,2770778
CELL_0521,LIB_521,WELL_521,0,GM,4877756
CELL_0522,LIB_522,WELL_522,24,DM,3632792
CELL_0523,LIB_523,WELL_523,48,GM,3472651
CELL_0524,LIB_524,WELL_524,72,DM,3333496
CELL_0525,LIB_525,WELL_525,0,GM,2917603
CELL_0526,LIB_526,WELL_526,24,DM,1389439
CELL_0527,LIB_527,WELL_527,48,GM,2361719
CELL_0528,LIB_528,WELL_528,72,DM,3989010
CELL_0529,LIB_529,WELL_529,0,GM,4171479
CELL_0530,LIB_530,WELL_530,24,DM,3043891
CELL_0531,LIB_531,WELL_531,48,GM,4816479
CELL_0532,LIB_532,WELL_532,72,DM,1043285
CELL_0533,LIB_533,WELL_533,0,GM,1358322
CELL_0534,LIB_534,WELL_534,24,DM,2622508
CELL_0535,LIB_535,WELL_535,48,GM,3930858
CELL_0536,LIB_536,WELL_536,72,DM,3770178
CELL_0537,LIB_537,WELL_537,0,GM,4848213
CELL_0538,LIB_538,WELL_538,24,DM,1529719
CELL_0539,LIB_539,WELL_539,48,GM,1878530
CELL_0540,LIB_540,WELL_540,72,DM,2828104
CELL_0541,LIB_541,WELL_541,0,GM,3483572
CELL_0542,LIB_542,WELL_542,24,DM,1220842
CELL_0543,LIB_543,WELL_543,48,GM,4744198
CELL_0544,LIB_544,WELL_544,72,DM,4003405
CELL_0545,LIB_545,WELL_545,0,GM,4693186
CELL_0546,LIB_546,WELL_546,24,DM,1966824
CELL_0547,LIB_547,WELL_547,48,GM,2949304
CELL_0548,LIB_548,WELL_548,72,DM,2509815
CELL_0549,LIB_549,WELL_549,0,GM,1352156
CELL_0550,LIB_550,WELL_550,24,DM,1156653
CELL_0551,LIB_551,WELL_551,48,GM,4141296
CELL_0552,LIB_552,WELL_552,72,DM,2635062
CELL_0553,LIB_553,WELL_553,0,GM,4041299
CELL_0554,LIB_554,WELL_554,24,DM,1239939
CELL_0555,LIB_555,WELL_555,48,GM,3682330
CELL_0556,LIB_556,WELL_556,72,DM,3646800
CELL_0557,LIB_557,WELL_557,0,GM,2752505
CELL_0558,LIB_558,WELL_558,24,DM,4383098
CELL_0559,LIB_559,WELL_559,48,GM,2774177
CELL_0560,LIB_560,WELL_560,72,DM,2483701
CELL_0561,LIB_561,WELL_561,0,GM,3055806
CELL_0562,LIB_562,WELL_562,24,DM,3679247
CELL_0563,LIB_563,WELL_563,48,GM,2417471
CELL_0564,LIB_564,WELL_564,72,DM,2596240
CELL_0565,LIB_565,WELL_565,0,GM,1163585
CELL_0566,LIB_566,WELL_566,24,DM,3201625
CELL_0567,LIB_567,WELL_567,48,GM,4908876
CELL_0568,LIB_568,WELL_568,72,DM,2320226
CELL_0569,LIB_569,WELL_569,0,GM,1699171
CELL_0570,LIB_570,WELL_570,24,DM,4967205
CELL_0571,LIB_571,WELL_571,48,GM,1218121
CELL_0572,LIB_572,WELL_572,72,DM,4420453
CELL_0573,LIB_573,WELL_573,0,GM,1833790
CELL_0574,LIB_574,WELL_574,24,DM,1493877
CELL_0575,LIB_575,WELL_575,48,GM,1707211
CELL_0576,LIB_576,WELL_576,72,DM,1730819
CELL_0577,LIB_577,WELL_577,0,GM,4624630
CELL_0578,LIB_578,WELL_578,24,DM,4460670
CELL_0579,LIB_579,WELL_579,48,GM,1449967
CELL_0580,LIB_580,WELL_580,72,DM,4590916
CELL_0581,LIB_581,WELL_581,0,GM,2523387
CELL_0582,LIB_582,WELL_582,24,DM,3249836
CELL_0583,LIB_583,WELL_583,48,GM,1796174
CELL_0584,LIB_584,WELL_584,72,DM,2169717
CELL_0585,LIB_585,WELL_585,0,GM,2183919
CELL_0586,LIB_586,WELL_586,24,DM,4758842
CELL_0587,LIB_587,WELL_587,48,GM,4504382
CELL_0588,LIB_588,WELL_588,72,DM,2198066
CELL_0589,LIB_589,WELL_589,0,GM,3478542
CELL_0590,LIB_590,WELL_590,24,DM,3977521
CELL_0591,LIB_591,WELL_591,48,GM,2508113
CELL_0592,LIB_592,WELL_592,72,DM,4857381
CELL_0593,LIB_593,WELL_593,0,GM,3472643
CELL_0594,LIB_594,WELL_594,24,DM,4581622
CELL_0595,LIB_595,WELL_595,48,GM,3975339
CELL_0596,LIB_596,WELL_596,72,DM,4655582
CELL_0597,LIB_597,WELL_597,0,GM,2759919
CELL_0598,LIB_598,WELL_598,24,DM,2183604
CELL_0599,LIB_599,WELL_599,48,GM,3674848
CELL_0600,LIB_600,WELL_600,72,DM,2741958
CELL_0601,LIB_601,WELL_601,0,GM,4305458
CELL_0602,LIB_602,WELL_602,24,DM,1345416
CELL_0603,LIB_603,WELL_603,48,GM,3686368
CELL_0604,LIB_604,WELL_604,72,DM,1386760
CELL_0605,LIB_605,WELL_605,0,GM,4399944
CELL_0606,LIB_606,WELL_606,24,DM,1926293
CELL_0607,LIB_607,WELL_607,48,GM,2099857
CELL_0608,LIB_608,WELL_608,72,DM,4225942
CELL_0609,LIB_609,WELL_609,0,GM,3739758
CELL_0610,LIB_610,WELL_610,24,DM,2890783
CELL_0611,LIB_611,WELL_611,48,GM,1599101
CELL_0612,LIB_612,WELL_612,72,DM,1583460
CELL_0613,LIB_613,WELL_613,0,GM,3619543
CELL_0614,LIB_614,WELL_614,24,DM,4117922
CELL_0615,LIB_615,WELL_615,48,GM,4749652
CELL_0616,LIB_616,WELL_616,72,DM,3943447
CELL_0617,LIB_617,WELL_617,0,GM,4779880
CELL_0618,LIB_618,WELL_618,24,DM,1685699
CELL_0619,LIB_619,WELL_619,48,GM,1031130
CELL_0620,LIB_620,WELL_620,72,DM,1972449
CELL_0621,LIB_621,WELL_621,0,GM,2089109
CELL_0622,LIB_622,WELL_622,24,DM,3791703
CELL_0623,LIB_623,WELL_623,48,GM,4379598
CELL_0624,LIB_624,WELL_624,72,DM,1053209
CELL_0625,LIB_625,WELL_625,0,GM,1701864
CELL_0626,LIB_626,WELL_626,24,DM,2923108
CELL_0627,LIB_627,WELL_627,48,GM,4304524
CELL_0628,LIB_628,WELL_628,72,DM,2520148
CELL_0629,LIB_629,WELL_629,0,GM,3382773
CELL_0630,LIB_630,WELL_630,24,DM,3037662
CELL_0631,LIB_631,WELL_631,48,GM,1711417
CELL_0632,LIB_632,WELL_632,72,DM,1145480
CELL_0633,LIB_633,WELL_633,0,GM,1296218
CELL_0634,LIB_634,WELL_634,24,DM,2307209
CELL_0635,LIB_635,WELL_635,48,GM,2055420
CELL_0636,LIB_636,WELL_636,72,DM,4176670
CELL_0637,LIB_637,WELL_637,0,GM,3245840
CELL_0638,LIB_638,WELL_638,24,DM,2836726
CELL_0639,LIB_639,WELL_639,48,GM,1557695
CELL_0640,LIB_640,WELL_640,72,DM,2726931
CELL_0641,LIB_641,WELL_641,0,GM,4158997
CELL_0642,LIB_642,WELL_642,24,DM,1352505
CELL_0643,LIB_643,WELL_643,48,GM,4456616
CELL_0644,LIB_644,WELL_644,72,DM,2388533
CELL_0645,LIB_645,WELL_645,0,GM,2837764
CELL_0646,LIB_646,WELL_646,24,DM,4784896
CELL_0647,LIB_647,WELL_647,48,GM,4420424
CELL_0648,LIB_648,WELL_648,72,DM,4867072
CELL_0649,LIB_649,WELL_649,0,GM,3591541
CELL_0650,LIB_650,WELL_650,24,DM,1234839
CELL_0651,LIB_651,WELL_651,48,GM,4076484
CELL_0652,LIB_652,WELL_652,72,DM,4192003
CELL_0653,LIB_653,WELL_653,0,GM,3316717
CELL_0654,LIB_654,WELL_654,24,DM,4175863
CELL_0655,LIB_655,WELL_655,48,GM,3285947
CELL_0656,LIB_656,WELL_656,72,DM,4885812
CELL_0657,LIB_657,WELL_657,0,GM,4811741
CELL_0658,LIB_658,WELL_658,24,DM,2316232
CELL_0659,LIB_659,WELL_659,48,GM,1355472
CELL_0660,LIB_660,WELL_660,72,DM,1091757
CELL_0661,LIB_661,WELL_661,0,GM,3065344
CELL_0662,LIB_662,WELL_662,24,DM,3128254
CELL_0663,LIB_663,WELL_663,48,GM,3376233
CELL_0664,LIB_664,WELL_664,72,DM,2906081
CELL_0665,LIB_665,WELL_665,0,GM,1320568
CELL_0666,LIB_666,WELL_666,24,DM,4178101
CELL_0667,LIB_667,WELL_667,48,GM,1496683
CELL_0668,LIB_668,WELL_668,72,DM,1484922
CELL_0669,LIB_669,WELL_669,0,GM,3274509
CELL_0670,LIB_670,WELL_670,24,DM,2243125
CELL_0671,LIB_671,WELL_671,48,GM,1978117
CELL_0672,LIB_672,WELL_672,72,DM,4296706
CELL_0673,LIB_673,WELL_673,0,GM,4432161
CELL_0674,LIB_674,WELL_674,24,DM,2820074
CELL_0675,LIB_675,WELL_675,48,GM,3016665
CELL_0676,LIB_676,WELL_676,72,DM,3784652
CELL_0677,LIB_677,WELL_677,0,GM,2724169
CELL_0678,LIB_678,WELL_678,24,DM,4739679
CELL_0679,LIB_679,WELL_679,48,GM,2336338
CELL_0680,LIB_680,WELL_680,72,DM,4587889
CELL_0681,LIB_681,WELL_681,0,GM,4222717
CELL_0682,LIB_682,WELL_682,24,DM,4460366
CELL_0683,LIB_683,WELL_683,48,GM,4906955
CELL_0684,LIB_684,WELL_684,72,DM,1943275
CELL_0685,LIB_685,WELL_685,0,GM,3110235
CELL_0686,LIB_686,WELL_686,24,DM,3623539
CELL_0687,LIB_687,WELL_687,48,GM,1880303
CELL_0688,LIB_688,WELL_688,72,DM,1230006
CELL_0689,LIB_689,WELL_689,0,GM,3029506
CELL_0690,LIB_690,WELL_690,24,DM,4327424
CELL_0691,LIB_691,WELL_691,48,GM,3931955
CELL_0692,LIB_692,WELL_692,72,DM,2126027
CELL_0693,LIB_693,WELL_693,0,GM,1827986
CELL_0694,LIB_694,WELL_694,24,DM,4362926
CELL_0695,LIB_695,WELL_695,48,GM,4584070
CELL_0696,LIB_696,WELL_696,72,DM,4168497
CELL_0697,LIB_697,WELL_697,0,GM,3728232
CELL_0698,LIB_698,WELL_698,24,DM,1564957
CELL_0699,LIB_699,WELL_699,48,GM,4541014
CELL_0700,LIB_700,WELL_700,72,DM,2141065
CELL_0701,LIB_701,WELL_701,0,GM,2655496
CELL_0702,LIB_702,WELL_702,24,DM,2413306
CELL_0703,LIB_703,WELL_703,48,GM,1368008
CELL_0704,LIB_704,WELL_704,72,DM,1274222
CELL_0705,LIB_705,WELL_705,0,GM,4271494
CELL_0706,LIB_706,WELL_706,24,DM,2274516
CELL_0707,LIB_707,WELL_707,48,GM,3615186
CELL_0708,LIB_708,WELL_708,72,DM,4052479
CELL_0709,LIB_709,WELL_709,0,GM,1080268
CELL_0710,LIB_710,WELL_710,24,DM,3752502
CELL_0711,LIB_711,WELL_711,48,GM,4873916
CELL_0712,LIB_712,WELL_712,72,DM,2204960
CELL_0713,LIB_713,WELL_713,0,GM,4753637
CELL_0714,LIB_714,WELL_714,24,DM,3034266
CELL_0715,LIB_715,WELL_715,48,GM,3779156
CELL_0716,LIB_716,WELL_716,72,DM,4143263
CELL_0717,LIB_717,WELL_717,0,GM,3487719
CELL_0718,LIB_718,WELL_718,24,DM,2321575
CELL_0719,LIB_719,WELL_719,48,GM,4615013
CELL_0720,LIB_720,WELL_720,72,DM,1441226
CELL_0721,LIB_721,WELL_721,0,GM,1458996
CELL_0722,LIB_722,WELL_722,24,DM,4492461
CELL_0723,LIB_723,WELL_723,48,GM,1231933
CELL_0724,LIB_724,WELL_724,72,DM,1850443
CELL_0725,LIB_725,WELL_725,0,GM,3534315
CELL_0726,LIB_726,WELL_726,24,DM,4743899
CELL_0727,LIB_727,WELL_727,48,GM,1161943
CELL_0728,LIB_728,WELL_728,72,DM,1592269
CELL_0729,LIB_729,WELL_729,0,GM,2914464
CELL_0730,LIB_730,WELL_730,24,DM,3356342
CELL_0731,LIB_731,WELL_731,48,GM,2051084
CELL_0732,LIB_732,WELL_732,72,DM,3185438
CELL_0733,LIB_733,WELL_733,0,GM,3037628
CELL_0734,LIB_734,WELL_734,24,DM,1210414
CELL_0735,LIB_735,WELL_735,48,GM,1336672
CELL_0736,LIB_736,WELL_736,72,DM,4641654
CELL_0737,LIB_737,WELL_737,0,GM,1573839
CELL_0738,LIB_738,WELL_738,24,DM,2136216
CELL_0739,LIB_739,WELL_739,48,GM,2619191
CELL_0740,LIB_740,WELL_740,72,DM,3923589
CELL_0741,LIB_741,WELL_741,0,GM,4953568
CELL_0742,LIB_742,WELL_742,24,DM,4691510
CELL_0743,LIB_743,WELL_743,48,GM,1592788
CELL_0744,LIB_744,WELL_744,72,DM,4480613
CELL_0745,LIB_745,WELL_745,0,GM,1634752
CELL_0746,LIB_746,WELL_746,24,DM,4778204
CELL_0747,LIB_747,WELL_747,48,GM,1937022
CELL_0748,LIB_748,WELL_748,72,DM,3955142
CELL_0749,LIB_749,WELL_749,0,GM,1046182
CELL_0750,LIB_750,WELL_750,24,DM,2829649
CELL_0751,LIB_751,WELL_751,48,GM,4748073
CELL_0752,LIB_752,WELL_752,72,DM,1281539
CELL_0753,LIB_753,WELL_753,0,GM,4624122
CELL_0754,LIB_754,WELL_754,24,DM,1406462
CELL_0755,LIB_755,WELL_755,48,GM,3774729
CELL_0756,LIB_756,WELL_756,72,DM,2218429
CELL_0757,LIB_757,WELL_757,0,GM,3622501
CELL_0758,LIB_758,WELL_758,24,DM,3343522
CELL_0759,LIB_759,WELL_759,48,GM,1705260
CELL_0760,LIB_760,WELL_760,72,DM,4467402
CELL_0761,LIB_761,WELL_761,0,GM,1839794
CELL_0762,LIB_762,WELL_762,24,DM,1121519
CELL_0763,LIB_763,WELL_763,48,GM,3134548
CELL_0764,LIB_764,WELL_764,72,DM,2547643
CELL_0765,LIB_765,WELL_765,0,GM,2232553
CELL_0766,LIB_766,WELL_766,24,DM,1454548
CELL_0767,LIB_767,WELL_767,48,GM,4491047
CELL_0768,LIB_768,WELL_768,72,DM,3648644
CELL_0769,LIB_769,WELL_769,0,GM,3299311
CELL_0770,LIB_770,WELL_770,24,DM,2995368
CELL_0771,LIB_771,WELL_771,48,GM,3182146
CELL_0772,LIB_772,WELL_772,72,DM,2696460
CELL_0773,LIB_773,WELL_773,0,GM,2342219
CELL_0774,LIB_774,WELL_774,24,DM,1029479
CELL_0775,LIB_775,WELL_775,48,GM,1576056
CELL_0776,LIB_776,WELL_776,72,DM,2380187
CELL_0777,LIB_777,WELL_777,0,GM,2332168
CELL_0778,LIB_778,WELL_778,24,DM,3665959
CELL_0779,LIB_779,WELL_779,48,GM,1667399
CELL_0780,LIB_780,WELL_780,72,DM,4992227
CELL_0781,LIB_781,WELL_781,0,GM,2939519
CELL_0782,LIB_782,WELL_782,24,DM,1015526
CELL_0783,LIB_783,WELL_783,48,GM,4656689
CELL_0784,LIB_784,WELL_784,72,DM,1410797
CELL_0785,LIB_785,WELL_785,0,GM,3067654
CELL_0786,LIB_786,WELL_786,24,DM,4491061
CELL_0787,LIB_787,WELL_787,48,GM,4172469
CELL_0788,LIB_788,WELL_788,72,DM,3653580
CELL_0789,LIB_789,WELL_789,0,GM,2819331
CELL_0790,LIB_790,WELL_790,24,DM,3380099
CELL_0791,LIB_791,WELL_791,48,GM,2414428
CELL_0792,LIB_792,WELL_792,72,DM,4322615
CELL_0793,LIB_793,WELL_793,0,GM,3199426
CELL_0794,LIB_794,WELL_794,24,DM,4067587
CELL_0795,LIB_795,WELL_795,48,GM,2422895
CELL_0796,LIB_796,WELL_796,72,DM,3057584
CELL_0797,LIB_797,WELL_797,0,GM,3606510
CELL_0798,LIB_798,WELL_798,24,DM,4277800
CELL_0799,LIB_799,WELL_799,48,GM,3876728
CELL_0800,LIB_800,WELL_800,72,DM,1660737
CELL_0801,LIB_801,WELL_801,0,GM,2736974
CELL_0802,LIB_802,WELL_802,24,DM,4851606
CELL_0803,LIB_803,WELL_803,48,GM,2260923
CELL_0804,LIB_804,WELL_804,72,DM,4241824
CELL_0805,LIB_805,WELL_805,0,GM,4051490
CELL_0806,LIB_806,WELL_806,24,DM,2014425
CELL_0807,LIB_807,WELL_807,48,GM,4821880
CELL_0808,LIB_808,WELL_808,72,DM,3505330
CELL_0809,LIB_809,WELL_809,0,GM,3606617
CELL_0810,LIB_810,WELL_810,24,DM,1013148
CELL_0811,LIB_811,WELL_811,48,GM,2348464
CELL_0812,LIB_812,WELL_812,72,DM,3800579
CELL_0813,LIB_813,WELL_813,0,GM,2375749
CELL_0814,LIB_814,WELL_814,24,DM,4024084
CELL_0815,LIB_815,WELL_815,48,GM,2099383
CELL_0816,LIB_816,WELL_816,72,DM,2287663
CELL_0817,LIB_817,WELL_817,0,GM,3659927
CELL_0818,LIB_818,WELL_818,24,DM,2055674
CELL_0819,LIB_819,WELL_819,48,GM,3116412
CELL_0820,LIB_820,WELL_820,72,DM,3181867
CELL_0821,LIB_821,WELL_821,0,GM,4323303
CELL_0822,LIB_822,WELL_822,24,DM,3301717
CELL_0823,LIB_823,WELL_823,48,GM,3098682
CELL_0824,LIB_824,WELL_824,72,DM,3181322
CELL_0825,LIB_825,WELL_825,0,GM,4145759
CELL_0826,LIB_826,WELL_826,24,DM,3751616
CELL_0827,LIB_827,WELL_827,48,GM,1393136
CELL_0828,LIB_828,WELL_828,72,DM,4167986
CELL_0829,LIB_829,WELL_829,0,GM,1344964
CELL_0830,LIB_830,WELL_830,24,DM,4513919
CELL_0831,LIB_831,WELL_831,48,GM,2718301
CELL_0832,LIB_832,WELL_832,72,DM,2568597
CELL_0833,LIB_833,WELL_833,0,GM,1243851
CELL_0834,LIB_834,WELL_834,24,DM,1777385
CELL_0835,LIB_835,WELL_835,48,GM,3297070
CELL_0836,LIB_836,WELL_836,72,DM,4707260
CELL_0837,LIB_837,WELL_837,0,GM,2682621
CELL_0838,LIB_838,WELL_838,24,DM,4517519
CELL_0839,LIB_839,WELL_839,48,GM,1019972
CELL_0840,LIB_840,WELL_840,72,DM,2354115
CELL_0841,LIB_841,WELL_841,0,GM,3207782
CELL_0842,LIB_842,WELL_842,24,DM,3278675
CELL_0843,LIB_843,WELL_843,48,GM,4240946
CELL_0844,LIB_844,WELL_844,72,DM,2658773
CELL_0845,LIB_845,WELL_845,0,GM,2898380
CELL_0846,LIB_846,WELL_846,24,DM,1881374
CELL_0847,LIB_847,WELL_847,48,GM,1611136
CELL_0848,LIB_848,WELL_848,72,DM,4785719
CELL_0849,LIB_849,WELL_849,0,GM,2160420
CELL_0850,LIB_850,WELL_850,24,DM,1534629
CELL_0851,LIB_851,WELL_851,48,GM,2153917
CELL_0852,LIB_852,WELL_852,72,DM,3918686
CELL_0853,LIB_853,WELL_853,0,GM,2250425
CELL_0854,LIB_854,WELL_854,24,DM,2727427
CELL_0855,LIB_855,WELL_855,48,GM,3519702
CELL_0856,LIB_856,WELL_856,72,DM,2737472
CELL_0857,LIB_857,WELL_857,0,GM,2625558
CELL_0858,LIB_858,WELL_858,24,DM,2254630
CELL_0859,LIB_859,WELL_859,48,GM,4796976
CELL_0860,LIB_860,WELL_860,72,DM,4903375
CELL_0861,LIB_861,WELL_861,0,GM,1119379
CELL_0862,LIB_862,WELL_862,24,DM,1241211
CELL_0863,LIB_863,WELL_863,48,GM,2322291
CELL_0864,LIB_864,WELL_864,72,DM,1725925
CELL_0865,LIB_865,WELL_865,0,GM,3980106
CELL_0866,LIB_866,WELL_866,24,DM,3522551
CELL_0867,LIB_867,WELL_867,48,GM,4999551
CELL_0868,LIB_868,WELL_868,72,DM,4240513
CELL_0869,LIB_869,WELL_869,0,GM,2241563
CELL_0870,LIB_870,WELL_870,24,DM,3004300
CELL_0871,LIB_871,WELL_871,48,GM,4495497
CELL_0872,LIB_872,WELL_872,72,DM,3700455
CELL_0873,LIB_873,WELL_873,0,GM,3604554
CELL_0874,LIB_874,WELL_874,24,DM,4265585
CELL_0875,LIB_875,WELL_875,48,GM,1924965
CELL_0876,LIB_876,WELL_876,72,DM,2834810
CELL_0877,LIB_877,WELL_877,0,GM,3521814
CELL_0878,LIB_878,WELL_878,24,DM,4490557
CELL_0879,LIB_879,WELL_879,48,GM,1198977
CELL_0880,LIB_880,WELL_880,72,DM,2675076
CELL_0881,LIB_881,WELL_881,0,GM,1178545
CELL_0882,LIB_882,WELL_882,24,DM,1221557
CELL_0883,LIB_883,WELL_883,48,GM,4818243
CELL_0884,LIB_884,WELL_884,72,DM,1343917
CELL_0885,LIB_885,WELL_885,0,GM,1723727
CELL_0886,LIB_886,WELL_886,24,DM,1769100
CELL_0887,LIB_887,WELL_887,48,GM,4743257
CELL_0888,LIB_888,WELL_888,72,DM,3535868
CELL_0889,LIB_889,WELL_889,0,GM,1932070
CELL_0890,LIB_890,WELL_890,24,DM,4557661
CELL_0891,LIB_891,WELL_891,48,GM,2115423
CELL_0892,LIB_892,WELL_892,72,DM,3552350
CELL_0893,LIB_893,WELL_893,0,GM,1863266
CELL_0894,LIB_894,WELL_894,24,DM,4553281
CELL_0895,LIB_895,WELL_895,48,GM,2522793
CELL_0896,LIB_896,WELL_896,72,DM,2888950
CELL_0897,LIB_897,WELL_897,0,GM,1979556
CELL_0898,LIB_898,WELL_898,24,DM,4862883
CELL_0899,LIB_899,WELL_899,48,GM,1196877
CELL_0900,LIB_900,WELL_900,72,DM,2783844
CELL_0901,LIB_901,WELL_901,0,GM,4430611
CELL_0902,LIB_902,WELL_902,24,DM,4310595
CELL_0903,LIB_903,WELL_903,48,GM,3441639
CELL_0904,LIB_904,WELL_904,72,DM,3721612
CELL_0905,LIB_905,WELL_905,0,GM,2676670
CELL_0906,LIB_906,WELL_906,24,DM,2642430
CELL_0907,LIB_907,WELL_907,48,GM,2585493
CELL_0908,LIB_908,WELL_908,72,DM,1951605
CELL_0909,LIB_909,WELL_909,0,GM,4360580
CELL_0910,LIB_910,WELL_910,24,DM,3979424
CELL_0911,LIB_911,WELL_911,48,GM,2289069
CELL_0912,LIB_912,WELL_912,72,DM,1257196
CELL_0913,LIB_913,WELL_913,0,GM,2914196
CELL_0914,LIB_914,WELL_914,24,DM,2110972
CELL_0915,LIB_915,WELL_915,48,GM,3441897
CELL_0916,LIB_916,WELL_916,72,DM,2026135
CELL_0917,LIB_917,WELL_917,0,GM,3233950
CELL_0918,LIB_918,WELL_918,24,DM,2488480
CELL_0919,LIB_919,WELL_919,48,GM,4426495
CELL_0920,LIB_920,WELL_920,72,DM,4884381
CELL_0921,LIB_921,WELL_921,0,GM,1059845
CELL_0922,LIB_922,WELL_922,24,DM,3201145
CELL_0923,LIB_923,WELL_923,48,GM,3304328
CELL_0924,LIB_924,WELL_924,72,DM,4395597
CELL_0925,LIB_925,WELL_925,0,GM,2931593
CELL_0926,LIB_926,WELL_926,24,DM,3533832
CELL_0927,LIB_927,WELL_927,48,GM,1080610
CELL_0928,LIB_928,WELL_928,72,DM,4211051
CELL_0929,LIB_929,WELL_929,0,GM,3774129
CELL_0930,LIB_930,WELL_930,24,DM,1530446
CELL_0931,LIB_931,WELL_931,48,GM,4555291
CELL_0932,LIB_932,WELL_932,72,DM,4254412
CELL_0933,LIB_933,WELL_933,0,GM,2114600
CELL_0934,LIB_934,WELL_934,24,DM,3556311
CELL_0935,LIB_935,WELL_935,48,GM,2997620
CELL_0936,LIB_936,WELL_936,72,DM,4731503
CELL_0937,LIB_937,WELL_937,0,GM,2148008
CELL_0938,LIB_938,WELL_938,24,DM,4996090
CELL_0939,LIB_939,WELL_939,48,GM,2993523
CELL_0940,LIB_940,WELL_940,72,DM,3865009
CELL_0941,LIB_941,WELL_941,0,GM,4156957
CELL_0942,LIB_942,WELL_942,24,DM,2479747
CELL_0943,LIB_943,WELL_943,48,GM,2856077
CELL_0944,LIB_944,WELL_944,72,DM,4808114
CELL_0945,LIB_945,WELL_945,0,GM,2938176
CELL_0946,LIB_946,WELL_946,24,DM,4834896
CELL_0947,LIB_947,WELL_947,48,GM,2249538
CELL_0948,LIB_948,WELL_948,72,DM,3557742
CELL_0949,LIB_949,WELL_949,0,GM,4386146
CELL_0950,LIB_950,WELL_950,24,DM,3737429
CELL_0951,LIB_951,WELL_951,48,GM,3592821
CELL_0952,LIB_952,WELL_952,72,DM,3063422
CELL_0953,LIB_953,WELL_953,0,GM,4368682
CELL_0954,LIB_954,WELL_954,24,DM,3947632
CELL_0955,LIB_955,WELL_955,48,GM,1769421
CELL_0956,LIB_956,WELL_956,72,DM,1261374
CELL_0957,LIB_957,WELL_957,0,GM,2912626
CELL_0958,LIB_958,WELL_958,24,DM,1495880
CELL_0959,LIB_959,WELL_959,48,GM,1898569
CELL_0960,LIB_960,WELL_960,72,DM,4958148
CELL_0961,LIB_961,WELL_961,0,GM,1631719
CELL_0962,LIB_962,WELL_962,24,DM,1699080
CELL_0963,LIB_963,WELL_963,48,GM,3359264
CELL_0964,LIB_964,WELL_964,72,DM,4841943
CELL_0965,LIB_965,WELL_965,0,GM,2548933
CELL_0966,LIB_966,WELL_966,24,DM,1591311
CELL_0967,LIB_967,WELL_967,48,GM,3631594
CELL_0968,LIB_968,WELL_968,72,DM,3614201
CELL_0969,LIB_969,WELL_969,0,GM,2551627
CELL_0970,LIB_970,WELL_970,24,DM,1736490
CELL_0971,LIB_971,WELL_971,48,GM,4825061
CELL_0972,LIB_972,WELL_972,72,DM,4834706
CELL_0973,LIB_973,WELL_973,0,GM,1656005
CELL_0974,LIB_974,WELL_974,24,DM,2796513
CELL_0975,LIB_975,WELL_975,48,GM,1600378
CELL_0976,LIB_976,WELL_976,72,DM,2180035
CELL_0977,LIB_977,WELL_977,0,GM,1808941
CELL_0978,LIB_978,WELL_978,24,DM,4123711
CELL_0979,LIB_979,WELL_979,48,GM,2043963
CELL_0980,LIB_980,WELL_980,72,DM,3169277
CELL_0981,LIB_981,WELL_981,0,GM,4716512
CELL_0982,LIB_982,WELL_982,24,DM,1229125
CELL_0983,LIB_983,WELL_983,48,GM,2835164
CELL_0984,LIB_984,WELL_984,72,DM,4935022
CELL_0985,LIB_985,WELL_985,0,GM,2741637
CELL_0986,LIB_986,WELL_986,24,DM,2923313
CELL_0987,LIB_987,WELL_987,48,GM,2945271
CELL_0988,LIB_988,WELL_988,72,DM,2954683
CELL_0989,LIB_989,WELL_989,0,GM,4845266
CELL_0990,LIB_990,WELL_990,24,DM,3615511
CELL_0991,LIB_991,WELL_991,48,GM,4599096
CELL_0992,LIB_992,WELL_992,72,DM,2584471
CELL_0993,LIB_993,WELL_993,0,GM,2669959
CELL_0994,LIB_994,WELL_994,24,DM,1522780
CELL_0995,LIB_995,WELL_995,48,GM,4910335
CELL_0996,LIB_996,WELL_996,72,DM,2199341
CELL_0997,LIB_997,WELL_997,0,GM,2513150
