gene1	gene2
G1023	G1143
G1023	G1147
G1023	G1164
G1023	G1165
G1023	G1173
G1023	G1199
G1023	G1209
G1023	G1234
G1023	G1260
G1023	G1263
G1023	G1265
G1023	G1279
G1023	G1297
G1023	G1301
G1023	G1310
G1023	G1315
G1023	G1328
G1023	G1348
G1023	G1352
G1023	G1354
G1023	G1355
G1023	G1360
G1023	G1373
G1023	G1378
G1023	G1422
G1023	G1433
G1023	G1443
G1023	G1445
G1023	G1460
G1023	G1463
G1023	G1465
G1023	G1481
G1023	G1484
G1023	G1487
G1023	G1491
G1023	G1494
G1023	G1500
G1023	G1521
G1023	G1522
G1023	G1541
G1023	G1544
G1023	G1546
G1023	G1559
G1023	G1560
G1023	G1577
G1023	G1606
G1023	G1614
G1023	G1621
G1023	G1651
G1023	G1668
G1023	G1698
G1023	G1714
G1023	G1741
G1023	G1749
G1023	G1754
G1023	G1759
G1023	G1763
G1023	G1780
G1023	G1784
G1023	G1785
G1023	G1813
G1023	G1816
G1023	G1822
G1023	G183
G1023	G1838
G1023	G1880
G1023	G1888
G1023	G1902
G1023	G1911
G1023	G1913
G1023	G1914
G1023	G1925
G1023	G1934
G1023	G1958
G1023	G1975
G1023	G1984
G1023	G1986
G1023	G2005
G1023	G2049
G1023	G2050
G1023	G2055
G1023	G2057
G1023	G2060
G1023	G2063
G1023	G2075
G1023	G2077
G1023	G2082
G1023	G2085
G1023	G2086
G1023	G2090
G1023	G2138
G1023	G2159
G1023	G2161
G1023	G2165
G1023	G2177
G1023	G2192
G1023	G2208
G1023	G2209
G1023	G2240
G1023	G2241
G1023	G2247
G1023	G2248
G1023	G2256
G1023	G2258
G1023	G2259
G1023	G2285
G1023	G23
G1023	G2322
G1023	G2329
G1023	G2335
G1023	G2338
G1023	G2344
G1023	G2369
G1023	G2390
G1023	G24
G1023	G2402
G1023	G2405
G1023	G2416
G1023	G2418
G1023	G2428
G1023	G2432
G1023	G2434
G1023	G2443
G1023	G2452
G1023	G2476
G1023	G2495
G1023	G2509
G1023	G2528
G1023	G2544
G1023	G2573
G1023	G2579
G1023	G2582
G1023	G2591
G1023	G2593
G1023	G2616
G1023	G2631
G1023	G2643
G1023	G2644
G1023	G2675
G1023	G2682
G1023	G2683
G1023	G2684
G1023	G2704
G1023	G2716
G1023	G2717
G1023	G2726
G1023	G2732
G1023	G274
G1023	G2771
G1023	G278
G1023	G2794
G1023	G2797
G1023	G2798
G1023	G2811
G1023	G2819
G1023	G2828
G1023	G2835
G1023	G2844
G1023	G2850
G1023	G2853
G1023	G2877
G1023	G2890
G1023	G2896
G1023	G2902
G1023	G291
G1023	G2915
G1023	G2927
G1023	G2928
G1023	G2935
G1023	G2938
G1023	G2953
G1023	G2955
G1023	G2973
G1023	G2975
G1023	G2993
G1023	G3003
G1023	G3009
G1023	G3014
G1023	G3040
G1023	G3055
G1023	G3075
G1023	G3102
G1023	G3103
G1023	G3136
G1023	G3143
G1023	G3168
G1023	G3178
G1023	G3193
G1023	G3197
G1023	G3215
G1023	G3219
G1023	G3246
G1023	G325
G1023	G3280
G1023	G3285
G1023	G3300
G1023	G331
G1023	G3322
G1023	G3342
G1023	G336
G1023	G3381
G1023	G3393
G1023	G341
G1023	G3413
G1023	G3414
G1023	G3420
G1023	G3456
G1023	G348
G1023	G3485
G1023	G3495
G1023	G3517
G1023	G3535
G1023	G3538
G1023	G3549
G1023	G3555
G1023	G3565
G1023	G3566
G1023	G3571
G1023	G3580
G1023	G3593
G1023	G3594
G1023	G3609
G1023	G3631
G1023	G3658
G1023	G3659
G1023	G3663
G1023	G3664
G1023	G3668
G1023	G3670
G1023	G3677
G1023	G3682
G1023	G3684
G1023	G3686
G1023	G3690
G1023	G3696
G1023	G3715
G1023	G3718
G1023	G3720
G1023	G3724
G1023	G3791
G1023	G3802
G1023	G3818
G1023	G3826
G1023	G3830
G1023	G3845
G1023	G3853
G1023	G3860
G1023	G387
G1023	G3889
G1023	G3919
G1023	G3941
G1023	G3945
G1023	G3947
G1023	G3975
G1023	G3981
G1023	G399
G1023	G4026
G1023	G4031
G1023	G4034
G1023	G4042
G1023	G4048
G1023	G4065
G1023	G4077
G1023	G4088
G1023	G4095
G1023	G4103
G1023	G4116
G1023	G412
G1023	G4148
G1023	G4160
G1023	G4163
G1023	G4165
G1023	G4176
G1023	G4183
G1023	G4189
G1023	G420
G1023	G4200
G1023	G4219
G1023	G4223
G1023	G4234
G1023	G4238
G1023	G4249
G1023	G4254
G1023	G4265
G1023	G4272
G1023	G4285
G1023	G4295
G1023	G4300
G1023	G4301
G1023	G4314
G1023	G4322
G1023	G4388
G1023	G4406
G1023	G4423
G1023	G4461
G1023	G4467
G1023	G4473
G1023	G4475
G1023	G4480
G1023	G4486
G1023	G4491
G1023	G451
G1023	G472
G1023	G486
G1023	G489
G1023	G499
G1023	G500
G1023	G513
G1023	G522
G1023	G550
G1023	G562
G1023	G575
G1023	G585
G1023	G598
G1023	G599
G1023	G629
G1023	G635
G1023	G636
G1023	G652
G1023	G654
G1023	G657
G1023	G675
G1023	G690
G1023	G713
G1023	G716
G1023	G753
G1023	G755
G1023	G770
G1023	G775
G1023	G785
G1023	G788
G1023	G794
G1023	G800
G1023	G804
G1023	G809
G1023	G810
G1023	G825
G1023	G826
G1023	G827
G1023	G828
G1023	G837
G1023	G845
G1023	G856
G1023	G862
G1023	G87
G1023	G882
G1023	G890
G1023	G894
G1023	G900
G1023	G921
G1023	G943
G1023	G960
G1023	G972
G1023	G981
G1023	G982
G1023	G992
G1023	G999
G1024	G474
G1025	G1050
G1025	G106
G1025	G1126
G1025	G1144
G1025	G1163
G1025	G1165
G1025	G1169
G1025	G1263
G1025	G1295
G1025	G1311
G1025	G1321
G1025	G1328
G1025	G1355
G1025	G136
G1025	G141
G1025	G1441
G1025	G1483
G1025	G1486
G1025	G1515
G1025	G1540
G1025	G1568
G1025	G1575
G1025	G1581
G1025	G1623
G1025	G1669
G1025	G1679
G1025	G1712
G1025	G1775
G1025	G1785
G1025	G1811
G1025	G1817
G1025	G1820
G1025	G1821
G1025	G1838
G1025	G1864
G1025	G1869
G1025	G1945
G1025	G1955
G1025	G2019
G1025	G2039
G1025	G2040
G1025	G2084
G1025	G2096
G1025	G2186
G1025	G2192
G1025	G2223
G1025	G2230
G1025	G2247
G1025	G228
G1025	G2288
G1025	G2320
G1025	G2351
G1025	G238
G1025	G2389
G1025	G2405
G1025	G2415
G1025	G2425
G1025	G2439
G1025	G2454
G1025	G2600
G1025	G2631
G1025	G2675
G1025	G2771
G1025	G2842
G1025	G2867
G1025	G287
G1025	G2876
G1025	G2888
G1025	G2900
G1025	G291
G1025	G2975
G1025	G3026
G1025	G3049
G1025	G3067
G1025	G3068
G1025	G3103
G1025	G3127
G1025	G3168
G1025	G3173
G1025	G3182
G1025	G3211
G1025	G3217
G1025	G3381
G1025	G3405
G1025	G3479
G1025	G3495
G1025	G3501
G1025	G3509
G1025	G3533
G1025	G3580
G1025	G3666
G1025	G3682
G1025	G3694
G1025	G3744
G1025	G3746
G1025	G3752
G1025	G376
G1025	G3763
G1025	G3774
G1025	G3794
G1025	G3796
G1025	G3809
G1025	G3855
G1025	G3886
G1025	G3893
G1025	G3923
G1025	G3967
G1025	G3970
G1025	G4031
G1025	G4038
G1025	G4042
G1025	G405
G1025	G4060
G1025	G409
G1025	G412
G1025	G4231
G1025	G429
G1025	G4321
G1025	G4333
G1025	G4371
G1025	G4468
G1025	G56
G1025	G610
G1025	G625
G1025	G627
G1025	G652
G1025	G739
G1025	G742
G1025	G75
G1025	G758
G1025	G825
G1025	G837
G1025	G843
G1025	G885
G1025	G900
G1025	G921
G1025	G928
G1025	G964
G1025	G993
G1026	G1307
G1026	G332
G1027	G1087
G1027	G1182
G1027	G1404
G1027	G1616
G1027	G1842
G1027	G1969
G1027	G1990
G1027	G2470
G1027	G2845
G1027	G3114
G1027	G3144
G1027	G3294
G1027	G3622
G1027	G3806
G1027	G3813
G1027	G4019
G1027	G4117
G1027	G444
G1027	G4452
G1027	G601
G1027	G650
G1028	G3027
G1029	G1034
G1029	G1532
G1029	G3044
G1030	G1099
G1030	G1234
G1030	G1335
G1030	G1439
G1030	G1468
G1030	G1500
G1030	G1614
G1030	G1773
G1030	G1806
G1030	G1834
G1030	G1976
G1030	G2015
G1030	G2057
G1030	G2076
G1030	G2080
G1030	G2082
G1030	G2210
G1030	G2285
G1030	G2300
G1030	G2357
G1030	G2460
G1030	G2485
G1030	G2587
G1030	G2643
G1030	G2736
G1030	G2923
G1030	G2955
G1030	G2982
G1030	G3023
G1030	G3025
G1030	G3040
G1030	G3219
G1030	G3277
G1030	G3309
G1030	G3340
G1030	G338
G1030	G3381
G1030	G3436
G1030	G3459
G1030	G3466
G1030	G3584
G1030	G365
G1030	G3657
G1030	G3663
G1030	G3747
G1030	G3804
G1030	G3830
G1030	G399
G1030	G4112
G1030	G4116
G1030	G4165
G1030	G4190
G1030	G4200
G1030	G4219
G1030	G4272
G1030	G4467
G1030	G4486
G1030	G603
G1030	G716
G1030	G755
G1030	G870
G1030	G943
G1030	G951
G1032	G469
G1033	G2566
G1034	G907
G1035	G2068
G1035	G2451
G1035	G4077
G1035	G4243
G1036	G1891
G1038	G1124
G1038	G1127
G1038	G1138
G1038	G1192
G1038	G1315
G1038	G1430
G1038	G1544
G1038	G1675
G1038	G1784
G1038	G1829
G1038	G1925
G1038	G1965
G1038	G2138
G1038	G2256
G1038	G2401
G1038	G2416
G1038	G2476
G1038	G2585
G1038	G2591
G1038	G2645
G1038	G2828
G1038	G2844
G1038	G2890
G1038	G2934
G1038	G2986
G1038	G3136
G1038	G3193
G1038	G3386
G1038	G341
G1038	G3476
G1038	G3517
G1038	G3558
G1038	G3566
G1038	G3668
G1038	G387
G1038	G4189
G1038	G4254
G1038	G4322
G1038	G562
G1038	G604
G1038	G636
G1038	G657
G1038	G713
G1038	G754
G1038	G770
G1038	G804
G1038	G943
G1038	G992
G1039	G3598
G1039	G4417
G1039	G503
G1039	G78
G1040	G2640
G1040	G2911
G1040	G325
G1040	G3395
G1040	G724
G1043	G1223
G1044	G1095
G1044	G1185
G1044	G1412
G1044	G1446
G1044	G1585
G1044	G1619
G1044	G1851
G1044	G1884
G1044	G1900
G1044	G1952
G1044	G1966
G1044	G203
G1044	G2169
G1044	G2178
G1044	G2219
G1044	G2289
G1044	G2409
G1044	G254
G1044	G2548
G1044	G2611
G1044	G2729
G1044	G2752
G1044	G2866
G1044	G2956
G1044	G337
G1044	G3377
G1044	G3698
G1044	G3867
G1044	G4402
G1044	G4489
G1044	G501
G1044	G535
G1044	G694
G1044	G792
G1045	G1049
G1045	G1127
G1045	G1164
G1045	G1180
G1045	G1263
G1045	G1265
G1045	G1354
G1045	G1367
G1045	G1373
G1045	G1445
G1045	G1460
G1045	G1494
G1045	G1559
G1045	G1560
G1045	G1668
G1045	G1698
G1045	G1707
G1045	G1749
G1045	G1784
G1045	G1812
G1045	G1861
G1045	G1925
G1045	G1934
G1045	G1975
G1045	G2050
G1045	G2057
G1045	G2077
G1045	G2082
G1045	G2085
G1045	G2161
G1045	G2165
G1045	G2177
G1045	G2209
G1045	G2210
G1045	G2213
G1045	G2226
G1045	G2247
G1045	G23
G1045	G2308
G1045	G2329
G1045	G2364
G1045	G24
G1045	G2402
G1045	G2416
G1045	G2418
G1045	G242
G1045	G2501
G1045	G2579
G1045	G2591
G1045	G2643
G1045	G2704
G1045	G2771
G1045	G2794
G1045	G2797
G1045	G2798
G1045	G2828
G1045	G2844
G1045	G2853
G1045	G2877
G1045	G2890
G1045	G2896
G1045	G2902
G1045	G2928
G1045	G2975
G1045	G3091
G1045	G3178
G1045	G3213
G1045	G3215
G1045	G3280
G1045	G3283
G1045	G3318
G1045	G3375
G1045	G3420
G1045	G348
G1045	G3517
G1045	G3565
G1045	G3571
G1045	G3594
G1045	G3631
G1045	G368
G1045	G3684
G1045	G3690
G1045	G3718
G1045	G3721
G1045	G3734
G1045	G3791
G1045	G3802
G1045	G3836
G1045	G386
G1045	G3889
G1045	G3947
G1045	G3954
G1045	G4007
G1045	G4033
G1045	G407
G1045	G4088
G1045	G4154
G1045	G4189
G1045	G4301
G1045	G4322
G1045	G4378
G1045	G4473
G1045	G4480
G1045	G569
G1045	G604
G1045	G770
G1045	G788
G1045	G801
G1045	G804
G1045	G810
G1045	G845
G1045	G856
G1045	G865
G1045	G87
G1045	G882
G1045	G900
G1045	G960
G1045	G992
G1046	G1294
G1047	G1476
G1047	G3586
G1047	G4251
G1048	G1105
G1048	G1126
G1048	G1257
G1048	G1281
G1048	G1295
G1048	G1306
G1048	G1352
G1048	G1360
G1048	G1371
G1048	G1395
G1048	G1417
G1048	G1540
G1048	G1576
G1048	G1581
G1048	G1582
G1048	G1590
G1048	G1623
G1048	G1632
G1048	G1712
G1048	G1721
G1048	G177
G1048	G1775
G1048	G1799
G1048	G1811
G1048	G1813
G1048	G1838
G1048	G1864
G1048	G1888
G1048	G1902
G1048	G1909
G1048	G1944
G1048	G1987
G1048	G1996
G1048	G2009
G1048	G2023
G1048	G2049
G1048	G2131
G1048	G2132
G1048	G2133
G1048	G2145
G1048	G2153
G1048	G2198
G1048	G2211
G1048	G2218
G1048	G2240
G1048	G2251
G1048	G231
G1048	G236
G1048	G2405
G1048	G2428
G1048	G2465
G1048	G2556
G1048	G258
G1048	G2593
G1048	G2702
G1048	G2742
G1048	G2753
G1048	G2815
G1048	G2823
G1048	G2843
G1048	G292
G1048	G2925
G1048	G2935
G1048	G2992
G1048	G2998
G1048	G3016
G1048	G3068
G1048	G3100
G1048	G3101
G1048	G3168
G1048	G321
G1048	G3249
G1048	G3464
G1048	G3465
G1048	G3544
G1048	G3568
G1048	G3645
G1048	G3669
G1048	G3687
G1048	G37
G1048	G3713
G1048	G3722
G1048	G3782
G1048	G3805
G1048	G3812
G1048	G3876
G1048	G3893
G1048	G3897
G1048	G392
G1048	G393
G1048	G3934
G1048	G4031
G1048	G4043
G1048	G406
G1048	G4061
G1048	G4108
G1048	G4137
G1048	G4151
G1048	G4179
G1048	G424
G1048	G4260
G1048	G4321
G1048	G4348
G1048	G4371
G1048	G439
G1048	G4418
G1048	G4425
G1048	G4469
G1048	G449
G1048	G477
G1048	G515
G1048	G52
G1048	G520
G1048	G526
G1048	G527
G1048	G563
G1048	G567
G1048	G590
G1048	G758
G1048	G768
G1048	G772
G1048	G833
G1048	G834
G1048	G843
G1048	G885
G1048	G906
G1048	G924
G1048	G933
G1048	G983
G1048	G987
G1049	G1065
G1049	G1127
G1049	G1138
G1049	G1143
G1049	G1147
G1049	G1164
G1049	G1165
G1049	G1173
G1049	G1199
G1049	G1209
G1049	G1263
G1049	G1265
G1049	G1281
G1049	G1295
G1049	G1297
G1049	G1306
G1049	G1310
G1049	G1315
G1049	G1328
G1049	G1348
G1049	G1352
G1049	G1354
G1049	G1371
G1049	G1373
G1049	G1378
G1049	G1422
G1049	G1430
G1049	G1439
G1049	G1443
G1049	G1445
G1049	G1459
G1049	G1460
G1049	G1465
G1049	G1468
G1049	G1481
G1049	G1484
G1049	G1491
G1049	G1494
G1049	G1500
G1049	G1522
G1049	G1544
G1049	G1546
G1049	G1559
G1049	G1560
G1049	G1606
G1049	G1617
G1049	G1621
G1049	G1651
G1049	G1698
G1049	G1749
G1049	G1759
G1049	G1763
G1049	G1780
G1049	G1784
G1049	G1785
G1049	G1806
G1049	G1812
G1049	G1813
G1049	G1816
G1049	G1822
G1049	G1838
G1049	G1880
G1049	G1902
G1049	G1911
G1049	G1913
G1049	G1914
G1049	G1925
G1049	G1934
G1049	G1984
G1049	G2005
G1049	G2049
G1049	G2050
G1049	G2057
G1049	G2063
G1049	G2075
G1049	G2082
G1049	G2085
G1049	G2086
G1049	G2159
G1049	G2161
G1049	G2162
G1049	G2165
G1049	G2177
G1049	G2186
G1049	G2192
G1049	G2209
G1049	G2213
G1049	G2226
G1049	G2240
G1049	G2241
G1049	G2247
G1049	G2248
G1049	G2256
G1049	G2258
G1049	G2259
G1049	G2285
G1049	G2308
G1049	G2322
G1049	G2329
G1049	G2335
G1049	G2338
G1049	G2344
G1049	G2357
G1049	G2369
G1049	G2395
G1049	G24
G1049	G2402
G1049	G2405
G1049	G2416
G1049	G2418
G1049	G242
G1049	G2428
G1049	G2452
G1049	G2476
G1049	G2485
G1049	G2495
G1049	G2503
G1049	G2528
G1049	G2544
G1049	G2573
G1049	G2579
G1049	G2591
G1049	G2616
G1049	G2643
G1049	G2675
G1049	G2683
G1049	G2684
G1049	G2702
G1049	G2704
G1049	G2716
G1049	G2732
G1049	G2771
G1049	G2794
G1049	G2797
G1049	G2798
G1049	G2811
G1049	G2819
G1049	G2827
G1049	G2828
G1049	G2844
G1049	G2850
G1049	G2853
G1049	G2877
G1049	G2890
G1049	G2896
G1049	G2902
G1049	G2904
G1049	G291
G1049	G2915
G1049	G2925
G1049	G2927
G1049	G2928
G1049	G2935
G1049	G2955
G1049	G2973
G1049	G2975
G1049	G2986
G1049	G2993
G1049	G3009
G1049	G3014
G1049	G3040
G1049	G3075
G1049	G3100
G1049	G3102
G1049	G3103
G1049	G3136
G1049	G3143
G1049	G3168
G1049	G3178
G1049	G3193
G1049	G3197
G1049	G3213
G1049	G3215
G1049	G3246
G1049	G3280
G1049	G3300
G1049	G3309
G1049	G3312
G1049	G3318
G1049	G3340
G1049	G3342
G1049	G336
G1049	G3375
G1049	G338
G1049	G3381
G1049	G3393
G1049	G3409
G1049	G341
G1049	G3414
G1049	G3420
G1049	G3439
G1049	G348
G1049	G3500
G1049	G3501
G1049	G3517
G1049	G3525
G1049	G3555
G1049	G3565
G1049	G3566
G1049	G3571
G1049	G3580
G1049	G3593
G1049	G3594
G1049	G3631
G1049	G365
G1049	G3658
G1049	G3659
G1049	G3663
G1049	G3664
G1049	G3677
G1049	G3682
G1049	G3684
G1049	G3690
G1049	G3696
G1049	G3715
G1049	G3718
G1049	G3720
G1049	G3791
G1049	G3802
G1049	G3805
G1049	G3826
G1049	G3830
G1049	G3845
G1049	G3853
G1049	G3860
G1049	G387
G1049	G3876
G1049	G3889
G1049	G3941
G1049	G3945
G1049	G3947
G1049	G3954
G1049	G3975
G1049	G3981
G1049	G399
G1049	G3993
G1049	G401
G1049	G4026
G1049	G4031
G1049	G4042
G1049	G4043
G1049	G4048
G1049	G4077
G1049	G4088
G1049	G4092
G1049	G4095
G1049	G4103
G1049	G4116
G1049	G412
G1049	G4148
G1049	G4160
G1049	G4165
G1049	G4176
G1049	G4183
G1049	G4189
G1049	G420
G1049	G4200
G1049	G4223
G1049	G4230
G1049	G4238
G1049	G4249
G1049	G4254
G1049	G4265
G1049	G4272
G1049	G4285
G1049	G4300
G1049	G4301
G1049	G4314
G1049	G4322
G1049	G4335
G1049	G4378
G1049	G4388
G1049	G4406
G1049	G4423
G1049	G4440
G1049	G4461
G1049	G4467
G1049	G4471
G1049	G4473
G1049	G4475
G1049	G4480
G1049	G4486
G1049	G4491
G1049	G451
G1049	G472
G1049	G486
G1049	G489
G1049	G499
G1049	G500
G1049	G522
G1049	G526
G1049	G544
G1049	G562
G1049	G567
G1049	G569
G1049	G598
G1049	G599
G1049	G654
G1049	G657
G1049	G675
G1049	G716
G1049	G753
G1049	G755
G1049	G768
G1049	G770
G1049	G772
G1049	G785
G1049	G788
G1049	G800
G1049	G804
G1049	G809
G1049	G810
G1049	G825
G1049	G826
G1049	G827
G1049	G833
G1049	G837
G1049	G845
G1049	G856
G1049	G865
G1049	G87
G1049	G882
G1049	G885
G1049	G890
G1049	G894
G1049	G900
G1049	G921
G1049	G943
G1049	G960
G1049	G981
G1049	G982
G1049	G992
G1049	G997
G1049	G999
G105	G1073
G105	G3989
G1050	G106
G1050	G1065
G1050	G1121
G1050	G113
G1050	G1134
G1050	G1138
G1050	G1143
G1050	G1147
G1050	G1163
G1050	G1173
G1050	G1221
G1050	G1227
G1050	G1234
G1050	G1271
G1050	G1275
G1050	G1297
G1050	G1310
G1050	G1311
G1050	G1321
G1050	G1336
G1050	G1340
G1050	G1352
G1050	G1355
G1050	G1360
G1050	G1363
G1050	G1369
G1050	G1378
G1050	G1384
G1050	G1397
G1050	G1417
G1050	G1443
G1050	G1463
G1050	G1471
G1050	G1491
G1050	G1493
G1050	G1529
G1050	G1540
G1050	G1541
G1050	G1546
G1050	G1572
G1050	G1617
G1050	G1621
G1050	G1623
G1050	G1624
G1050	G1651
G1050	G1668
G1050	G1676
G1050	G168
G1050	G1712
G1050	G172
G1050	G1729
G1050	G1736
G1050	G1763
G1050	G1775
G1050	G1780
G1050	G1813
G1050	G1816
G1050	G1822
G1050	G183
G1050	G1838
G1050	G1845
G1050	G1868
G1050	G1869
G1050	G1879
G1050	G1888
G1050	G1913
G1050	G1920
G1050	G1935
G1050	G1942
G1050	G1945
G1050	G1958
G1050	G1986
G1050	G1987
G1050	G1996
G1050	G2005
G1050	G2040
G1050	G2049
G1050	G2063
G1050	G2085
G1050	G2086
G1050	G2089
G1050	G2190
G1050	G2200
G1050	G2208
G1050	G2230
G1050	G2239
G1050	G2240
G1050	G2247
G1050	G2248
G1050	G2256
G1050	G2259
G1050	G2320
G1050	G2329
G1050	G2344
G1050	G2346
G1050	G236
G1050	G2389
G1050	G2401
G1050	G2405
G1050	G2415
G1050	G2416
G1050	G2418
G1050	G2420
G1050	G2425
G1050	G2432
G1050	G2436
G1050	G2452
G1050	G2454
G1050	G2463
G1050	G2476
G1050	G2529
G1050	G2544
G1050	G2569
G1050	G2577
G1050	G2579
G1050	G2587
G1050	G2593
G1050	G2594
G1050	G2631
G1050	G2640
G1050	G2644
G1050	G2648
G1050	G2653
G1050	G2662
G1050	G2672
G1050	G2675
G1050	G2683
G1050	G2733
G1050	G2736
G1050	G274
G1050	G2771
G1050	G2781
G1050	G2811
G1050	G2815
G1050	G2816
G1050	G2827
G1050	G2840
G1050	G2850
G1050	G2867
G1050	G2888
G1050	G2892
G1050	G2896
G1050	G291
G1050	G2911
G1050	G2927
G1050	G2938
G1050	G2939
G1050	G2975
G1050	G2995
G1050	G3004
G1050	G301
G1050	G3014
G1050	G3020
G1050	G3041
G1050	G305
G1050	G3059
G1050	G3063
G1050	G3067
G1050	G3081
G1050	G3103
G1050	G3127
G1050	G3152
G1050	G3168
G1050	G3173
G1050	G3178
G1050	G3182
G1050	G3206
G1050	G3210
G1050	G3211
G1050	G3215
G1050	G3219
G1050	G3246
G1050	G325
G1050	G3250
G1050	G3264
G1050	G3273
G1050	G3280
G1050	G3300
G1050	G3327
G1050	G336
G1050	G3381
G1050	G3388
G1050	G3391
G1050	G3392
G1050	G3395
G1050	G3405
G1050	G3410
G1050	G3413
G1050	G3420
G1050	G3424
G1050	G3465
G1050	G3485
G1050	G3495
G1050	G3536
G1050	G3538
G1050	G3543
G1050	G3552
G1050	G3565
G1050	G3580
G1050	G3609
G1050	G3640
G1050	G3654
G1050	G3663
G1050	G3664
G1050	G3666
G1050	G3677
G1050	G3682
G1050	G3690
G1050	G3696
G1050	G3705
G1050	G3706
G1050	G3715
G1050	G3718
G1050	G3720
G1050	G3722
G1050	G3724
G1050	G3729
G1050	G3763
G1050	G3774
G1050	G3791
G1050	G3802
G1050	G3818
G1050	G3826
G1050	G3845
G1050	G3853
G1050	G3855
G1050	G3857
G1050	G3858
G1050	G3886
G1050	G3893
G1050	G3909
G1050	G3923
G1050	G393
G1050	G3935
G1050	G3945
G1050	G3969
G1050	G3970
G1050	G3989
G1050	G4004
G1050	G4024
G1050	G4030
G1050	G4031
G1050	G4038
G1050	G4042
G1050	G4048
G1050	G405
G1050	G407
G1050	G4075
G1050	G4077
G1050	G4095
G1050	G4104
G1050	G4108
G1050	G411
G1050	G4111
G1050	G4116
G1050	G412
G1050	G4160
G1050	G4171
G1050	G4172
G1050	G4189
G1050	G4223
G1050	G423
G1050	G4248
G1050	G4249
G1050	G4265
G1050	G4281
G1050	G4287
G1050	G4295
G1050	G4314
G1050	G4321
G1050	G433
G1050	G4333
G1050	G4352
G1050	G437
G1050	G4371
G1050	G4388
G1050	G4406
G1050	G4418
G1050	G4461
G1050	G4468
G1050	G4473
G1050	G4475
G1050	G4499
G1050	G455
G1050	G473
G1050	G500
G1050	G516
G1050	G522
G1050	G527
G1050	G553
G1050	G56
G1050	G575
G1050	G586
G1050	G590
G1050	G599
G1050	G610
G1050	G617
G1050	G629
G1050	G635
G1050	G657
G1050	G662
G1050	G675
G1050	G724
G1050	G728
G1050	G739
G1050	G75
G1050	G753
G1050	G758
G1050	G775
G1050	G778
G1050	G794
G1050	G800
G1050	G804
G1050	G809
G1050	G816
G1050	G843
G1050	G862
G1050	G87
G1050	G882
G1050	G883
G1050	G894
G1050	G900
G1050	G906
G1050	G918
G1050	G921
G1050	G928
G1050	G953
G1050	G993
G1051	G1324
G1051	G2031
G1051	G2423
G1051	G2515
G1051	G3031
G1051	G3316
G1051	G3619
G1051	G3828
G1051	G4047
G1051	G4168
G1051	G4356
G1052	G106
G1052	G1065
G1052	G1071
G1052	G1078
G1052	G1111
G1052	G113
G1052	G1147
G1052	G1173
G1052	G1199
G1052	G1207
G1052	G1221
G1052	G1252
G1052	G1254
G1052	G1275
G1052	G1279
G1052	G1307
G1052	G1321
G1052	G1328
G1052	G1340
G1052	G1352
G1052	G1355
G1052	G1360
G1052	G1368
G1052	G1417
G1052	G1529
G1052	G1531
G1052	G1540
G1052	G1541
G1052	G1577
G1052	G1621
G1052	G1624
G1052	G1676
G1052	G168
G1052	G1709
G1052	G1754
G1052	G1763
G1052	G1816
G1052	G1817
G1052	G1821
G1052	G1832
G1052	G1838
G1052	G184
G1052	G1869
G1052	G1913
G1052	G1945
G1052	G1958
G1052	G1987
G1052	G1996
G1052	G200
G1052	G2005
G1052	G2049
G1052	G2055
G1052	G2090
G1052	G2216
G1052	G2223
G1052	G2230
G1052	G2239
G1052	G2240
G1052	G2290
G1052	G231
G1052	G2350
G1052	G236
G1052	G2405
G1052	G2415
G1052	G2418
G1052	G2425
G1052	G2432
G1052	G2528
G1052	G2539
G1052	G2569
G1052	G2574
G1052	G2577
G1052	G2582
G1052	G2593
G1052	G2640
G1052	G2653
G1052	G2672
G1052	G2675
G1052	G2679
G1052	G268
G1052	G2702
G1052	G2706
G1052	G2716
G1052	G2771
G1052	G2791
G1052	G2815
G1052	G2840
G1052	G2850
G1052	G2874
G1052	G291
G1052	G2927
G1052	G2943
G1052	G2975
G1052	G2995
G1052	G3009
G1052	G301
G1052	G3041
G1052	G305
G1052	G3068
G1052	G3102
G1052	G3103
G1052	G3127
G1052	G3135
G1052	G3137
G1052	G3148
G1052	G3178
G1052	G3211
G1052	G3250
G1052	G3264
G1052	G3280
G1052	G3284
G1052	G3296
G1052	G3300
G1052	G332
G1052	G3388
G1052	G3392
G1052	G3405
G1052	G3413
G1052	G3420
G1052	G3423
G1052	G3465
G1052	G3485
G1052	G3495
G1052	G3555
G1052	G3580
G1052	G3669
G1052	G3671
G1052	G3682
G1052	G3718
G1052	G372
G1052	G3720
G1052	G3724
G1052	G3774
G1052	G3826
G1052	G3858
G1052	G3897
G1052	G3928
G1052	G3929
G1052	G3945
G1052	G3969
G1052	G3989
G1052	G4004
G1052	G4030
G1052	G4031
G1052	G4034
G1052	G4038
G1052	G4065
G1052	G4088
G1052	G409
G1052	G4095
G1052	G4108
G1052	G412
G1052	G4160
G1052	G4197
G1052	G4238
G1052	G4249
G1052	G4267
G1052	G4281
G1052	G4294
G1052	G430
G1052	G4337
G1052	G4348
G1052	G4352
G1052	G437
G1052	G4406
G1052	G4418
G1052	G4449
G1052	G4461
G1052	G4468
G1052	G4499
G1052	G473
G1052	G496
G1052	G514
G1052	G520
G1052	G563
G1052	G567
G1052	G586
G1052	G599
G1052	G617
