cell_id,pseudotime,cell_type,hours,media,library
CELL_0352,3.8826989063508774,Tipo_3_Final,72,DM,LIB_352
CELL_0353,2.1499495281099956,Tipo_2_Intermediario_2,0,GM,LIB_353
CELL_0354,0.35570573753461465,Tipo_0_Inicial,24,DM,LIB_354
CELL_0355,0.14636487251248168,Tipo_0_Inicial,48,GM,LIB_355
CELL_0356,2.056788294217782,Tipo_2_Intermediario_2,72,DM,LIB_356
CELL_0357,0.05373814533478886,Tipo_0_Inicial,0,GM,LIB_357
CELL_0358,1.7626947556145813,Tipo_2_Intermediario_2,24,DM,LIB_358
CELL_0359,5.634510910774304,Tipo_3_Final,48,GM,LIB_359
CELL_0360,1.713564891155089,Tipo_2_Intermediario_2,72,DM,LIB_360
CELL_0361,0.9826013844478145,Tipo_1_Intermediario_1,0,GM,LIB_361
CELL_0362,2.061654315689964,Tipo_2_Intermediario_2,24,DM,LIB_362
CELL_0363,1.2259119481021825,Tipo_1_Intermediario_1,48,GM,LIB_363
CELL_0364,1.5776287211526403,Tipo_2_Intermediario_2,72,DM,LIB_364
CELL_0365,5.676254292465998,Tipo_3_Final,0,GM,LIB_365
CELL_0366,0.9758550547003743,Tipo_1_Intermediario_1,24,DM,LIB_366
CELL_0367,6.498183723013508,Tipo_3_Final,48,GM,LIB_367
CELL_0368,4.715152367539838,Tipo_3_Final,72,DM,LIB_368
CELL_0369,0.4357925218809,Tipo_0_Inicial,0,GM,LIB_369
CELL_0370,0.14376831060631404,Tipo_0_Inicial,24,DM,LIB_370
CELL_0371,0.21245067096326042,Tipo_0_Inicial,48,GM,LIB_371
CELL_0372,0.03677977569446741,Tipo_0_Inicial,72,DM,LIB_372
CELL_0373,0.19841002331150828,Tipo_0_Inicial,0,GM,LIB_373
CELL_0374,2.2977497451543343,Tipo_2_Intermediario_2,24,DM,LIB_374
CELL_0375,0.14769925389285404,Tipo_0_Inicial,48,GM,LIB_375
CELL_0376,0.768314376589737,Tipo_1_Intermediario_1,72,DM,LIB_376
CELL_0377,3.727052080194554,Tipo_3_Final,0,GM,LIB_377
CELL_0378,0.04709400636142302,Tipo_0_Inicial,24,DM,LIB_378
CELL_0379,3.369061012371917,Tipo_3_Final,48,GM,LIB_379
CELL_0380,0.6621669336792589,Tipo_1_Intermediario_1,72,DM,LIB_380
CELL_0381,0.2515002396582153,Tipo_0_Inicial,0,GM,LIB_381
CELL_0382,2.386310816879827,Tipo_2_Intermediario_2,24,DM,LIB_382
CELL_0383,1.9827983528664406,Tipo_2_Intermediario_2,48,GM,LIB_383
CELL_0384,4.1988316281738935,Tipo_3_Final,72,DM,LIB_384
CELL_0385,2.6565871575288007,Tipo_2_Intermediario_2,0,GM,LIB_385
CELL_0386,3.2539916119879564,Tipo_3_Final,24,DM,LIB_386
CELL_0387,0.6626677246134771,Tipo_1_Intermediario_1,48,GM,LIB_387
CELL_0388,0.39066659208089394,Tipo_0_Inicial,72,DM,LIB_388
CELL_0389,2.7775127920108496,Tipo_3_Final,0,GM,LIB_389
CELL_0390,3.288418366486839,Tipo_3_Final,24,DM,LIB_390
CELL_0391,9.314009780280461,Tipo_3_Final,48,GM,LIB_391
CELL_0392,1.06415870830521,Tipo_1_Intermediario_1,72,DM,LIB_392
CELL_0393,0.9304878239234654,Tipo_1_Intermediario_1,0,GM,LIB_393
CELL_0394,2.995909006687174,Tipo_3_Final,24,DM,LIB_394
CELL_0395,0.8334673418615063,Tipo_1_Intermediario_1,48,GM,LIB_395
CELL_0396,5.340275848798653,Tipo_3_Final,72,DM,LIB_396
CELL_0397,3.9096783143324982,Tipo_3_Final,0,GM,LIB_397
CELL_0398,1.1207112188843193,Tipo_1_Intermediario_1,24,DM,LIB_398
CELL_0399,2.779569432990922,Tipo_3_Final,48,GM,LIB_399
CELL_0400,2.8092659737100343,Tipo_3_Final,72,DM,LIB_400
CELL_0401,0.21767503761343604,Tipo_0_Inicial,0,GM,LIB_401
CELL_0402,4.656891361735264,Tipo_3_Final,24,DM,LIB_402
CELL_0403,1.4074149795135087,Tipo_2_Intermediario_2,48,GM,LIB_403
CELL_0404,3.50266511504666,Tipo_3_Final,72,DM,LIB_404
CELL_0405,0.7714708523290166,Tipo_1_Intermediario_1,0,GM,LIB_405
CELL_0406,4.517581029091852,Tipo_3_Final,24,DM,LIB_406
CELL_0407,0.9859769081203424,Tipo_1_Intermediario_1,48,GM,LIB_407
CELL_0408,0.021793613230350957,Tipo_0_Inicial,72,DM,LIB_408
CELL_0409,4.715814593924907,Tipo_3_Final,0,GM,LIB_409
CELL_0410,0.1914512210969505,Tipo_0_Inicial,24,DM,LIB_410
CELL_0411,0.7693072667700778,Tipo_1_Intermediario_1,48,GM,LIB_411
CELL_0412,5.993944766376571,Tipo_3_Final,72,DM,LIB_412
CELL_0413,6.015899080207979,Tipo_3_Final,0,GM,LIB_413
CELL_0414,1.7039945821105276,Tipo_2_Intermediario_2,24,DM,LIB_414
CELL_0415,1.9984601607810493,Tipo_2_Intermediario_2,48,GM,LIB_415
CELL_0416,1.1900293272457152,Tipo_1_Intermediario_1,72,DM,LIB_416
CELL_0417,0.694045557492394,Tipo_1_Intermediario_1,0,GM,LIB_417
CELL_0418,0.7969726691007795,Tipo_1_Intermediario_1,24,DM,LIB_418
CELL_0419,2.2326471598570126,Tipo_2_Intermediario_2,48,GM,LIB_419
CELL_0420,2.7916757473261544,Tipo_3_Final,72,DM,LIB_420
CELL_0421,3.1363908324422973,Tipo_3_Final,0,GM,LIB_421
CELL_0422,3.1176620636974834,Tipo_3_Final,24,DM,LIB_422
CELL_0423,0.19127389308063888,Tipo_0_Inicial,48,GM,LIB_423
CELL_0424,1.364099193146712,Tipo_1_Intermediario_1,72,DM,LIB_424
CELL_0425,0.11856341289747559,Tipo_0_Inicial,0,GM,LIB_425
CELL_0426,1.5949226313907858,Tipo_2_Intermediario_2,24,DM,LIB_426
CELL_0427,1.165110549974567,Tipo_1_Intermediario_1,48,GM,LIB_427
CELL_0428,4.373237328441602,Tipo_3_Final,72,DM,LIB_428
CELL_0429,0.8643832389357702,Tipo_1_Intermediario_1,0,GM,LIB_429
CELL_0430,0.24901195510490173,Tipo_0_Inicial,24,DM,LIB_430
CELL_0431,0.30861530908423873,Tipo_0_Inicial,48,GM,LIB_431
CELL_0432,2.8668610941581876,Tipo_3_Final,72,DM,LIB_432
CELL_0433,1.92581135949607,Tipo_2_Intermediario_2,0,GM,LIB_433
CELL_0434,0.21321742449077088,Tipo_0_Inicial,24,DM,LIB_434
CELL_0435,0.17571104333721016,Tipo_0_Inicial,48,GM,LIB_435
CELL_0436,2.4144169433061995,Tipo_2_Intermediario_2,72,DM,LIB_436
CELL_0437,0.15109217905159428,Tipo_0_Inicial,0,GM,LIB_437
CELL_0438,3.4503717076171627,Tipo_3_Final,24,DM,LIB_438
CELL_0439,2.44999950626001,Tipo_2_Intermediario_2,48,GM,LIB_439
CELL_0440,0.16969750116062413,Tipo_0_Inicial,72,DM,LIB_440
CELL_0441,0.17730773555561338,Tipo_0_Inicial,0,GM,LIB_441
CELL_0442,8.630917124116184,Tipo_3_Final,24,DM,LIB_442
CELL_0443,0.9376751651045792,Tipo_1_Intermediario_1,48,GM,LIB_443
CELL_0444,0.926110520950625,Tipo_1_Intermediario_1,72,DM,LIB_444
CELL_0445,3.351150806565354,Tipo_3_Final,0,GM,LIB_445
CELL_0446,5.8843290759264875,Tipo_3_Final,24,DM,LIB_446
CELL_0447,8.537547879203968,Tipo_3_Final,48,GM,LIB_447
CELL_0448,2.7997984602326835,Tipo_3_Final,72,DM,LIB_448
CELL_0449,0.9440419992382513,Tipo_1_Intermediario_1,0,GM,LIB_449
CELL_0450,0.17438798739591452,Tipo_0_Inicial,24,DM,LIB_450
CELL_0451,3.0024850809092514,Tipo_3_Final,48,GM,LIB_451
CELL_0452,1.634720815122986,Tipo_2_Intermediario_2,72,DM,LIB_452
CELL_0453,1.1040662506099475,Tipo_1_Intermediario_1,0,GM,LIB_453
CELL_0454,4.736475350956181,Tipo_3_Final,24,DM,LIB_454
CELL_0455,0.2357604159437605,Tipo_0_Inicial,48,GM,LIB_455
CELL_0456,1.3570102187459085,Tipo_1_Intermediario_1,72,DM,LIB_456
CELL_0457,0.022837178865083338,Tipo_0_Inicial,0,GM,LIB_457
CELL_0458,1.2647087391658525,Tipo_1_Intermediario_1,24,DM,LIB_458
CELL_0459,0.11590086213185155,Tipo_0_Inicial,48,GM,LIB_459
CELL_0460,0.25298199186234244,Tipo_0_Inicial,72,DM,LIB_460
CELL_0461,0.25005246401491255,Tipo_0_Inicial,0,GM,LIB_461
CELL_0462,2.095136772813943,Tipo_2_Intermediario_2,24,DM,LIB_462
CELL_0463,2.7411954351929455,Tipo_3_Final,48,GM,LIB_463
CELL_0464,1.751107554405737,Tipo_2_Intermediario_2,72,DM,LIB_464
CELL_0465,6.549440418204754,Tipo_3_Final,0,GM,LIB_465
CELL_0466,0.9395931558405344,Tipo_1_Intermediario_1,24,DM,LIB_466
CELL_0467,0.6729383148411174,Tipo_1_Intermediario_1,48,GM,LIB_467
CELL_0468,4.059005076340459,Tipo_3_Final,72,DM,LIB_468
CELL_0469,0.5061641354637068,Tipo_0_Inicial,0,GM,LIB_469
CELL_0470,6.605740212503822,Tipo_3_Final,24,DM,LIB_470
CELL_0471,0.024457888717938615,Tipo_0_Inicial,48,GM,LIB_471
CELL_0472,7.0050538457589635,Tipo_3_Final,72,DM,LIB_472
CELL_0473,0.08823799723700379,Tipo_0_Inicial,0,GM,LIB_473
CELL_0474,4.435442458320018,Tipo_3_Final,24,DM,LIB_474
CELL_0475,1.5002865006987807,Tipo_2_Intermediario_2,48,GM,LIB_475
CELL_0476,9.913657215852066,Tipo_3_Final,72,DM,LIB_476
CELL_0477,0.15332275190890987,Tipo_0_Inicial,0,GM,LIB_477
CELL_0478,1.6142193274666976,Tipo_2_Intermediario_2,24,DM,LIB_478
CELL_0479,6.96715044251201,Tipo_3_Final,48,GM,LIB_479
CELL_0480,1.480887866362088,Tipo_2_Intermediario_2,72,DM,LIB_480
CELL_0481,1.9852565807623748,Tipo_2_Intermediario_2,0,GM,LIB_481
CELL_0482,2.3798024762335483,Tipo_2_Intermediario_2,24,DM,LIB_482
CELL_0483,1.2122555113539017,Tipo_1_Intermediario_1,48,GM,LIB_483
CELL_0484,1.9753483460160441,Tipo_2_Intermediario_2,72,DM,LIB_484
CELL_0485,1.7556517236115112,Tipo_2_Intermediario_2,0,GM,LIB_485
CELL_0486,4.628465538965295,Tipo_3_Final,24,DM,LIB_486
CELL_0487,0.09302292348696195,Tipo_0_Inicial,48,GM,LIB_487
CELL_0488,0.6596854517975169,Tipo_1_Intermediario_1,72,DM,LIB_488
CELL_0489,6.007992011721862,Tipo_3_Final,0,GM,LIB_489
CELL_0490,4.419351656906972,Tipo_3_Final,24,DM,LIB_490
CELL_0491,1.21635052391924,Tipo_1_Intermediario_1,48,GM,LIB_491
CELL_0492,1.9358660574779545,Tipo_2_Intermediario_2,72,DM,LIB_492
CELL_0493,0.6497468397902603,Tipo_1_Intermediario_1,0,GM,LIB_493
CELL_0494,0.416808322872129,Tipo_0_Inicial,24,DM,LIB_494
CELL_0495,1.2461171976081975,Tipo_1_Intermediario_1,48,GM,LIB_495
CELL_0496,0.8719070692334667,Tipo_1_Intermediario_1,72,DM,LIB_496
CELL_0497,1.752487412013286,Tipo_2_Intermediario_2,0,GM,LIB_497
CELL_0498,0.16184456886636958,Tipo_0_Inicial,24,DM,LIB_498
CELL_0499,7.329920245045135,Tipo_3_Final,48,GM,LIB_499
CELL_0500,8.567731151105077,Tipo_3_Final,72,DM,LIB_500
CELL_0501,2.3957277638255787,Tipo_2_Intermediario_2,0,GM,LIB_501
CELL_0502,1.5361568688241798,Tipo_2_Intermediario_2,24,DM,LIB_502
CELL_0503,0.74075860310872,Tipo_1_Intermediario_1,48,GM,LIB_503
CELL_0504,3.3618143349759935,Tipo_3_Final,72,DM,LIB_504
CELL_0505,2.3086591672976313,Tipo_2_Intermediario_2,0,GM,LIB_505
CELL_0506,0.35494730820097675,Tipo_0_Inicial,24,DM,LIB_506
CELL_0507,4.836602183998255,Tipo_3_Final,48,GM,LIB_507
CELL_0508,3.457989022734543,Tipo_3_Final,72,DM,LIB_508
CELL_0509,5.983477050066872,Tipo_3_Final,0,GM,LIB_509
CELL_0510,2.5872080083922686,Tipo_2_Intermediario_2,24,DM,LIB_510
CELL_0511,1.9008080391827455,Tipo_2_Intermediario_2,48,GM,LIB_511
CELL_0512,1.0834050131862267,Tipo_1_Intermediario_1,72,DM,LIB_512
CELL_0513,5.398036723094236,Tipo_3_Final,0,GM,LIB_513
CELL_0514,4.02078476009384,Tipo_3_Final,24,DM,LIB_514
CELL_0515,0.09254587730624557,Tipo_0_Inicial,48,GM,LIB_515
CELL_0516,0.05344163373302273,Tipo_0_Inicial,72,DM,LIB_516
CELL_0517,0.9446955231665257,Tipo_1_Intermediario_1,0,GM,LIB_517
CELL_0518,3.3272954459921724,Tipo_3_Final,24,DM,LIB_518
CELL_0519,8.728550936440335,Tipo_3_Final,48,GM,LIB_519
CELL_0520,0.32601901986895937,Tipo_0_Inicial,72,DM,LIB_520
CELL_0521,1.8034482604314714,Tipo_2_Intermediario_2,0,GM,LIB_521
CELL_0522,0.9589473995161922,Tipo_1_Intermediario_1,24,DM,LIB_522
CELL_0523,7.007417108751925,Tipo_3_Final,48,GM,LIB_523
CELL_0524,3.6918264148672693,Tipo_3_Final,72,DM,LIB_524
CELL_0525,3.6443800929397145,Tipo_3_Final,0,GM,LIB_525
CELL_0526,1.264831142279547,Tipo_1_Intermediario_1,24,DM,LIB_526
CELL_0527,1.071669872654698,Tipo_1_Intermediario_1,48,GM,LIB_527
CELL_0528,0.6387777843001224,Tipo_1_Intermediario_1,72,DM,LIB_528
CELL_0529,0.11605392768967243,Tipo_0_Inicial,0,GM,LIB_529
CELL_0530,4.000852280006621,Tipo_3_Final,24,DM,LIB_530
CELL_0531,3.352234878499846,Tipo_3_Final,48,GM,LIB_531
CELL_0532,16.344891195636166,Tipo_3_Final,72,DM,LIB_532
CELL_0533,11.389746801488666,Tipo_3_Final,0,GM,LIB_533
CELL_0534,1.621303185282788,Tipo_2_Intermediario_2,24,DM,LIB_534
CELL_0535,2.9305661804125216,Tipo_3_Final,48,GM,LIB_535
CELL_0536,5.792343365748872,Tipo_3_Final,72,DM,LIB_536
CELL_0537,3.7895440294184914,Tipo_3_Final,0,GM,LIB_537
CELL_0538,0.568304889162293,Tipo_1_Intermediario_1,24,DM,LIB_538
CELL_0539,1.197653654799729,Tipo_1_Intermediario_1,48,GM,LIB_539
CELL_0540,0.2765926886261773,Tipo_0_Inicial,72,DM,LIB_540
CELL_0541,6.160447572883418,Tipo_3_Final,0,GM,LIB_541
CELL_0542,1.8636954051772363,Tipo_2_Intermediario_2,24,DM,LIB_542
CELL_0543,0.5192074508369674,Tipo_0_Inicial,48,GM,LIB_543
CELL_0544,2.2276590783465005,Tipo_2_Intermediario_2,72,DM,LIB_544
CELL_0545,1.9253408694861434,Tipo_2_Intermediario_2,0,GM,LIB_545
CELL_0546,0.8868409245942122,Tipo_1_Intermediario_1,24,DM,LIB_546
CELL_0547,0.24107824279693854,Tipo_0_Inicial,48,GM,LIB_547
CELL_0548,2.226882567038204,Tipo_2_Intermediario_2,72,DM,LIB_548
CELL_0549,1.4692208483720754,Tipo_2_Intermediario_2,0,GM,LIB_549
CELL_0550,2.95961416192103,Tipo_3_Final,24,DM,LIB_550
CELL_0551,1.4686197208470302,Tipo_2_Intermediario_2,48,GM,LIB_551
CELL_0552,3.823540222616968,Tipo_3_Final,72,DM,LIB_552
CELL_0553,1.605508238042975,Tipo_2_Intermediario_2,0,GM,LIB_553
CELL_0554,1.6462291619602942,Tipo_2_Intermediario_2,24,DM,LIB_554
CELL_0555,4.185517286459543,Tipo_3_Final,48,GM,LIB_555
CELL_0556,1.033294627976234,Tipo_1_Intermediario_1,72,DM,LIB_556
CELL_0557,0.2877759107805979,Tipo_0_Inicial,0,GM,LIB_557
CELL_0558,0.05841004286418937,Tipo_0_Inicial,24,DM,LIB_558
CELL_0559,2.8141149053251713,Tipo_3_Final,48,GM,LIB_559
CELL_0560,1.9367979341213593,Tipo_2_Intermediario_2,72,DM,LIB_560
CELL_0561,2.435330695595753,Tipo_2_Intermediario_2,0,GM,LIB_561
CELL_0562,0.47896298698688694,Tipo_0_Inicial,24,DM,LIB_562
CELL_0563,0.2932251024565573,Tipo_0_Inicial,48,GM,LIB_563
CELL_0564,0.029302952531337564,Tipo_0_Inicial,72,DM,LIB_564
CELL_0565,0.8633745230301385,Tipo_1_Intermediario_1,0,GM,LIB_565
CELL_0566,1.7827947513298892,Tipo_2_Intermediario_2,24,DM,LIB_566
CELL_0567,0.9959637351223014,Tipo_1_Intermediario_1,48,GM,LIB_567
CELL_0568,1.1506391256568624,Tipo_1_Intermediario_1,72,DM,LIB_568
CELL_0569,4.690123045962883,Tipo_3_Final,0,GM,LIB_569
CELL_0570,0.8562052288502234,Tipo_1_Intermediario_1,24,DM,LIB_570
CELL_0571,1.4430500561446422,Tipo_2_Intermediario_2,48,GM,LIB_571
CELL_0572,3.0617434754394033,Tipo_3_Final,72,DM,LIB_572
CELL_0573,1.0101602625983594,Tipo_1_Intermediario_1,0,GM,LIB_573
CELL_0574,1.9461809507061707,Tipo_2_Intermediario_2,24,DM,LIB_574
CELL_0575,3.9662812873686133,Tipo_3_Final,48,GM,LIB_575
CELL_0576,5.972380830749335,Tipo_3_Final,72,DM,LIB_576
CELL_0577,0.31816375862967194,Tipo_0_Inicial,0,GM,LIB_577
CELL_0578,5.223325526084158,Tipo_3_Final,24,DM,LIB_578
CELL_0579,1.3550055619910613,Tipo_1_Intermediario_1,48,GM,LIB_579
CELL_0580,0.5974709087027915,Tipo_1_Intermediario_1,72,DM,LIB_580
CELL_0581,1.229173934741395,Tipo_1_Intermediario_1,0,GM,LIB_581
CELL_0582,7.827306195161183,Tipo_3_Final,24,DM,LIB_582
CELL_0583,1.3569825853347195,Tipo_1_Intermediario_1,48,GM,LIB_583
CELL_0584,0.7972320642009996,Tipo_1_Intermediario_1,72,DM,LIB_584
CELL_0585,2.006972547915319,Tipo_2_Intermediario_2,0,GM,LIB_585
CELL_0586,0.5492569354312059,Tipo_0_Inicial,24,DM,LIB_586
CELL_0587,0.15779060995247007,Tipo_0_Inicial,48,GM,LIB_587
CELL_0588,0.2759504394248317,Tipo_0_Inicial,72,DM,LIB_588
CELL_0589,0.27403684813401424,Tipo_0_Inicial,0,GM,LIB_589
CELL_0590,0.32951980311334594,Tipo_0_Inicial,24,DM,LIB_590
CELL_0591,0.2989201321350331,Tipo_0_Inicial,48,GM,LIB_591
CELL_0592,2.048168102151613,Tipo_2_Intermediario_2,72,DM,LIB_592
CELL_0593,0.40149271406896325,Tipo_0_Inicial,0,GM,LIB_593
CELL_0594,0.8482786315896105,Tipo_1_Intermediario_1,24,DM,LIB_594
CELL_0595,4.5419482502567154,Tipo_3_Final,48,GM,LIB_595
CELL_0596,1.2847622832931873,Tipo_1_Intermediario_1,72,DM,LIB_596
CELL_0597,2.202578167304761,Tipo_2_Intermediario_2,0,GM,LIB_597
CELL_0598,0.378257034226433,Tipo_0_Inicial,24,DM,LIB_598
CELL_0599,0.4271019619901901,Tipo_0_Inicial,48,GM,LIB_599
CELL_0600,0.08345442543513061,Tipo_0_Inicial,72,DM,LIB_600
CELL_0601,0.37009468813116175,Tipo_0_Inicial,0,GM,LIB_601
CELL_0602,0.653096237262291,Tipo_1_Intermediario_1,24,DM,LIB_602
CELL_0603,0.3896236349662159,Tipo_0_Inicial,48,GM,LIB_603
CELL_0604,0.18577181572073515,Tipo_0_Inicial,72,DM,LIB_604
CELL_0605,0.25711242698670506,Tipo_0_Inicial,0,GM,LIB_605
CELL_0606,1.2352586867307582,Tipo_1_Intermediario_1,24,DM,LIB_606
CELL_0607,0.46218441269019317,Tipo_0_Inicial,48,GM,LIB_607
CELL_0608,0.905962231021837,Tipo_1_Intermediario_1,72,DM,LIB_608
CELL_0609,1.4000103694286608,Tipo_2_Intermediario_2,0,GM,LIB_609
CELL_0610,2.3449148680250844,Tipo_2_Intermediario_2,24,DM,LIB_610
CELL_0611,0.08021146020003085,Tipo_0_Inicial,48,GM,LIB_611
CELL_0612,3.212988487652239,Tipo_3_Final,72,DM,LIB_612
CELL_0613,1.9771873807345928,Tipo_2_Intermediario_2,0,GM,LIB_613
CELL_0614,0.17059086075266852,Tipo_0_Inicial,24,DM,LIB_614
CELL_0615,4.136269396976181,Tipo_3_Final,48,GM,LIB_615
CELL_0616,5.073387092757856,Tipo_3_Final,72,DM,LIB_616
CELL_0617,0.1260456551203268,Tipo_0_Inicial,0,GM,LIB_617
CELL_0618,0.6483536862573016,Tipo_1_Intermediario_1,24,DM,LIB_618
CELL_0619,3.281870366453285,Tipo_3_Final,48,GM,LIB_619
CELL_0620,2.7587144804286168,Tipo_3_Final,72,DM,LIB_620
CELL_0621,0.40795926412360095,Tipo_0_Inicial,0,GM,LIB_621
CELL_0622,0.4697980623630665,Tipo_0_Inicial,24,DM,LIB_622
CELL_0623,0.9255702200487395,Tipo_1_Intermediario_1,48,GM,LIB_623
CELL_0624,1.3253251293372288,Tipo_1_Intermediario_1,72,DM,LIB_624
CELL_0625,1.926003668117104,Tipo_2_Intermediario_2,0,GM,LIB_625
CELL_0626,0.9206251260007023,Tipo_1_Intermediario_1,24,DM,LIB_626
CELL_0627,1.2417822184418352,Tipo_1_Intermediario_1,48,GM,LIB_627
CELL_0628,2.752457880779685,Tipo_3_Final,72,DM,LIB_628
CELL_0629,0.07474590464295693,Tipo_0_Inicial,0,GM,LIB_629
CELL_0630,0.5818732437647944,Tipo_1_Intermediario_1,24,DM,LIB_630
CELL_0631,2.4989837499120515,Tipo_2_Intermediario_2,48,GM,LIB_631
CELL_0632,4.511533508661227,Tipo_3_Final,72,DM,LIB_632
CELL_0633,1.4335582244168017,Tipo_2_Intermediario_2,0,GM,LIB_633
CELL_0634,1.5190590047061379,Tipo_2_Intermediario_2,24,DM,LIB_634
CELL_0635,0.22672267708132676,Tipo_0_Inicial,48,GM,LIB_635
CELL_0636,1.1862864921671017,Tipo_1_Intermediario_1,72,DM,LIB_636
CELL_0637,1.5212135981105799,Tipo_2_Intermediario_2,0,GM,LIB_637
CELL_0638,0.5553856065213066,Tipo_0_Inicial,24,DM,LIB_638
CELL_0639,0.6273492237570877,Tipo_1_Intermediario_1,48,GM,LIB_639
CELL_0640,0.947329969604944,Tipo_1_Intermediario_1,72,DM,LIB_640
CELL_0641,0.04055072150062903,Tipo_0_Inicial,0,GM,LIB_641
CELL_0642,0.7774495225122715,Tipo_1_Intermediario_1,24,DM,LIB_642
CELL_0643,0.47511387124725973,Tipo_0_Inicial,48,GM,LIB_643
CELL_0644,0.7934984604639653,Tipo_1_Intermediario_1,72,DM,LIB_644
CELL_0645,0.25512620656956253,Tipo_0_Inicial,0,GM,LIB_645
CELL_0646,4.424159799886049,Tipo_3_Final,24,DM,LIB_646
CELL_0647,1.8007976277591196,Tipo_2_Intermediario_2,48,GM,LIB_647
CELL_0648,2.2732659157860633,Tipo_2_Intermediario_2,72,DM,LIB_648
CELL_0649,3.1134180647555825,Tipo_3_Final,0,GM,LIB_649
CELL_0650,1.3800728436977703,Tipo_1_Intermediario_1,24,DM,LIB_650
CELL_0651,0.1818641890349117,Tipo_0_Inicial,48,GM,LIB_651
CELL_0652,1.5405167265896451,Tipo_2_Intermediario_2,72,DM,LIB_652
CELL_0653,1.7678461157427472,Tipo_2_Intermediario_2,0,GM,LIB_653
CELL_0654,2.7364332976168186,Tipo_3_Final,24,DM,LIB_654
CELL_0655,1.1300692987659642,Tipo_1_Intermediario_1,48,GM,LIB_655
CELL_0656,0.27296933345862445,Tipo_0_Inicial,72,DM,LIB_656
CELL_0657,0.6675243605234078,Tipo_1_Intermediario_1,0,GM,LIB_657
CELL_0658,0.9022296509492469,Tipo_1_Intermediario_1,24,DM,LIB_658
CELL_0659,2.0764492232437233,Tipo_2_Intermediario_2,48,GM,LIB_659
CELL_0660,1.6915634424028392,Tipo_2_Intermediario_2,72,DM,LIB_660
CELL_0661,0.8804135193036123,Tipo_1_Intermediario_1,0,GM,LIB_661
CELL_0662,8.612391544339625,Tipo_3_Final,24,DM,LIB_662
CELL_0663,1.8616660169344186,Tipo_2_Intermediario_2,48,GM,LIB_663
CELL_0664,0.5415890575135999,Tipo_0_Inicial,72,DM,LIB_664
CELL_0665,0.2146860092497737,Tipo_0_Inicial,0,GM,LIB_665
CELL_0666,0.33177658517965175,Tipo_0_Inicial,24,DM,LIB_666
CELL_0667,0.5646136987902819,Tipo_1_Intermediario_1,48,GM,LIB_667
CELL_0668,0.35032974990858806,Tipo_0_Inicial,72,DM,LIB_668
CELL_0669,0.4129834909091608,Tipo_0_Inicial,0,GM,LIB_669
CELL_0670,0.6712116964308931,Tipo_1_Intermediario_1,24,DM,LIB_670
CELL_0671,0.380804867325774,Tipo_0_Inicial,48,GM,LIB_671
CELL_0672,4.541502898711831,Tipo_3_Final,72,DM,LIB_672
CELL_0673,0.16727142518400032,Tipo_0_Inicial,0,GM,LIB_673
CELL_0674,1.4868247002254054,Tipo_2_Intermediario_2,24,DM,LIB_674
CELL_0675,1.0566111129786047,Tipo_1_Intermediario_1,48,GM,LIB_675
CELL_0676,8.07728433203184,Tipo_3_Final,72,DM,LIB_676
CELL_0677,0.2376546913948098,Tipo_0_Inicial,0,GM,LIB_677
CELL_0678,1.0145159874848608,Tipo_1_Intermediario_1,24,DM,LIB_678
CELL_0679,6.97811932825343,Tipo_3_Final,48,GM,LIB_679
CELL_0680,4.0124881239363095,Tipo_3_Final,72,DM,LIB_680
CELL_0681,3.397326068072359,Tipo_3_Final,0,GM,LIB_681
CELL_0682,0.5965501670670093,Tipo_1_Intermediario_1,24,DM,LIB_682
CELL_0683,0.37479906557297504,Tipo_0_Inicial,48,GM,LIB_683
CELL_0684,2.209119197363567,Tipo_2_Intermediario_2,72,DM,LIB_684
CELL_0685,5.300770189919911,Tipo_3_Final,0,GM,LIB_685
CELL_0686,1.6273008438094845,Tipo_2_Intermediario_2,24,DM,LIB_686
CELL_0687,1.695455122917173,Tipo_2_Intermediario_2,48,GM,LIB_687
CELL_0688,0.6569500616213017,Tipo_1_Intermediario_1,72,DM,LIB_688
CELL_0689,2.934947516824177,Tipo_3_Final,0,GM,LIB_689
CELL_0690,0.4141559642921417,Tipo_0_Inicial,24,DM,LIB_690
CELL_0691,0.7821756262384653,Tipo_1_Intermediario_1,48,GM,LIB_691
CELL_0692,1.108289100139661,Tipo_1_Intermediario_1,72,DM,LIB_692
CELL_0693,1.416969925289397,Tipo_2_Intermediario_2,0,GM,LIB_693
CELL_0694,0.5552251671392117,Tipo_0_Inicial,24,DM,LIB_694
CELL_0695,0.2439665442882709,Tipo_0_Inicial,48,GM,LIB_695
CELL_0696,1.886399314858713,Tipo_2_Intermediario_2,72,DM,LIB_696
CELL_0697,0.6811267368730836,Tipo_1_Intermediario_1,0,GM,LIB_697
CELL_0698,1.7409061365848872,Tipo_2_Intermediario_2,24,DM,LIB_698
CELL_0699,0.3353295055413596,Tipo_0_Inicial,48,GM,LIB_699
CELL_0700,1.312242756057055,Tipo_1_Intermediario_1,72,DM,LIB_700
CELL_0701,1.5210944962581556,Tipo_2_Intermediario_2,0,GM,LIB_701
CELL_0702,0.10642930291424266,Tipo_0_Inicial,24,DM,LIB_702
CELL_0703,0.8207672027608465,Tipo_1_Intermediario_1,48,GM,LIB_703
CELL_0704,0.2886986536638632,Tipo_0_Inicial,72,DM,LIB_704
