	cell_id	n_genes	total_counts
G3488	G3488	805	7477.0303
G3489	G3489	805	6439.5021
G3490	G3490	805	6800.2965
G3491	G3491	805	7919.8182
G3492	G3492	805	7585.2510999999995
G3493	G3493	805	6667.3115
G3494	G3494	805	6979.368
G3495	G3495	805	8053.8606
G3496	G3496	805	9308.2668
G3497	G3497	805	7188.462299999999
G3498	G3498	805	6804.3177
G3499	G3499	805	7761.567999999999
G3500	G3500	805	6626.1633
G3501	G3501	805	5862.183
G3502	G3502	805	7646.045699999999
G3503	G3503	805	7471.4672
G3504	G3504	805	6183.9565999999995
G3505	G3505	805	6128.2635
G3506	G3506	805	6807.4884
G3507	G3507	805	8666.035
G3508	G3508	805	7702.4501
G3509	G3509	805	5554.964
G3510	G3510	805	7793.5435
G3511	G3511	805	6484.4767
G3512	G3512	805	6441.0334
G3513	G3513	805	5519.3982000000005
G3514	G3514	805	7007.9403
G3515	G3515	805	6575.454900000001
G3516	G3516	805	7680.5987000000005
G3517	G3517	805	8491.8534
G3518	G3518	805	6550.0176
G3519	G3519	805	8202.1959
G3520	G3520	805	6693.3115
G3521	G3521	805	7193.651
G3522	G3522	805	6938.7423
G3523	G3523	805	6786.538699999999
G3524	G3524	805	4443.2529
G3525	G3525	805	4596.4498
G3526	G3526	805	6429.5614
G3527	G3527	805	6998.4823
G3528	G3528	805	7480.4227
G3529	G3529	805	9197.5465
G3530	G3530	805	5982.1713
G3531	G3531	805	8066.2968
G3532	G3532	805	8587.8465
G3533	G3533	805	4872.0046
G3534	G3534	805	6090.0898
G3535	G3535	805	7539.7026000000005
G3536	G3536	805	6573.5967
G3537	G3537	805	6267.5603
G3538	G3538	805	7963.9678
G3539	G3539	805	8018.8978
G3540	G3540	805	7276.4643
G3541	G3541	805	5257.8559000000005
G3542	G3542	805	6141.7138
G3543	G3543	805	7699.8482
G3544	G3544	805	6440.4694
G3545	G3545	805	7054.8989
G3546	G3546	805	6113.1489
G3547	G3547	805	7465.746999999999
G3548	G3548	805	7178.5754
G3549	G3549	805	6743.9456
G3550	G3550	805	6063.1831999999995
G3551	G3551	805	6113.3717
G3552	G3552	805	7951.405900000001
G3553	G3553	805	9185.8913
G3554	G3554	805	6942.0463
G3555	G3555	805	6231.539
G3556	G3556	805	6384.4255
G3557	G3557	805	7177.8644
G3558	G3558	805	7167.4198
G3559	G3559	805	4094.1263
G3560	G3560	805	5427.736
G3561	G3561	805	7500.1828000000005
G3562	G3562	805	8380.963
G3563	G3563	805	6685.089
G3564	G3564	805	6392.5288
G3565	G3565	805	9039.8494
G3566	G3566	805	9476.5081
G3567	G3567	805	6200.7859
G3568	G3568	805	6011.8658
G3569	G3569	805	7554.725700000001
G3570	G3570	805	7181.2758
G3571	G3571	805	7912.568499999999
G3572	G3572	805	7111.369000000001
G3573	G3573	805	6142.7306
G3574	G3574	805	6628.3678
G3575	G3575	805	5496.828799999999
G3576	G3576	805	5740.1819
G3577	G3577	805	6025.0622
G3578	G3578	805	7392.8982
G3579	G3579	805	6352.311299999999
G3580	G3580	805	5105.0964
G3581	G3581	805	6811.6266
G3582	G3582	805	5417.1561
G3583	G3583	805	7054.0235
G3584	G3584	805	8802.996500000001
G3585	G3585	805	5791.5217
G3586	G3586	805	6363.524
G3587	G3587	805	5997.691000000001
G3588	G3588	805	6746.502600000001
G3589	G3589	805	7274.5332
G3590	G3590	805	6589.900900000001
G3591	G3591	805	7346.155199999999
G3592	G3592	805	7119.1136
G3593	G3593	805	7829.7666
G3594	G3594	805	7645.6675
G3595	G3595	805	6514.2155999999995
G3596	G3596	805	7192.106900000001
G3597	G3597	805	7708.889999999999
G3598	G3598	805	7425.898099999999
G3599	G3599	805	6246.6644
G3600	G3600	805	4811.763800000001
G3601	G3601	805	7243.375499999999
G3602	G3602	805	5676.0764
G3603	G3603	805	6700.2456
G3604	G3604	805	6748.8792
G3605	G3605	805	7223.7951
G3606	G3606	805	7276.8708
G3607	G3607	805	8850.5037
G3608	G3608	805	6191.7867
G3609	G3609	805	6179.199200000001
G3610	G3610	805	7108.7555
G3611	G3611	805	4641.8985999999995
G3612	G3612	805	7956.1929
G3613	G3613	805	6952.1721
G3614	G3614	805	7842.2516
G3615	G3615	805	4091.4825000000005
G3616	G3616	805	7061.7079
G3617	G3617	805	6489.0366
G3618	G3618	805	7974.355
G3619	G3619	805	9103.9247
G3620	G3620	805	7163.6437
G3621	G3621	805	7348.969
G3622	G3622	805	7399.1572
G3623	G3623	805	6644.787700000001
G3624	G3624	805	6591.076
G3625	G3625	805	8108.4569
G3626	G3626	805	4159.9744
G3627	G3627	805	4555.4794999999995
G3628	G3628	805	5565.472
G3629	G3629	805	6842.6379
G3630	G3630	805	7504.466
G3631	G3631	805	9216.137200000001
G3632	G3632	805	4775.545
G3633	G3633	805	4381.6224
G3634	G3634	805	7826.9313999999995
G3635	G3635	805	6559.9831
G3636	G3636	805	5708.626399999999
G3637	G3637	805	5165.8069000000005
G3638	G3638	805	6446.9451
G3639	G3639	805	6779.5812000000005
G3640	G3640	805	7132.402
G3641	G3641	805	8113.0507
G3642	G3642	805	6553.6571
G3643	G3643	805	6946.7258999999995
G3644	G3644	805	7854.8452
G3645	G3645	805	6131.6903999999995
G3646	G3646	805	6897.3341
G3647	G3647	805	7487.6769
G3648	G3648	805	5914.9048
G3649	G3649	805	6899.187099999999
G3650	G3650	805	6443.7364
G3651	G3651	805	8435.379500000001
G3652	G3652	805	7305.2871000000005
G3653	G3653	805	8006.8776
G3654	G3654	805	8498.1316
G3655	G3655	805	7140.215399999999
G3656	G3656	805	6239.125
G3657	G3657	805	10224.469500000001
G3658	G3658	805	6626.8482
G3659	G3659	805	6666.995000000001
G3660	G3660	805	5329.49
G3661	G3661	805	8114.2657
G3662	G3662	805	7417.2905
G3663	G3663	805	8321.5285
G3664	G3664	805	7752.1587
G3665	G3665	805	5758.093000000001
G3666	G3666	805	5993.9601999999995
G3667	G3667	805	4893.7871
G3668	G3668	805	6757.1232
G3669	G3669	805	6684.656000000001
G3670	G3670	805	6745.0121
G3671	G3671	805	6365.226
G3672	G3672	805	5805.16
G3673	G3673	805	7589.8503
G3674	G3674	805	8126.950599999999
G3675	G3675	805	8151.2507000000005
G3676	G3676	805	8189.9015
G3677	G3677	805	10253.5221
G3678	G3678	805	5776.2878
G3679	G3679	805	6372.2702
G3680	G3680	805	6580.4238
G3681	G3681	805	6646.0313
G3682	G3682	805	7592.9833
G3683	G3683	805	4973.8766
G3684	G3684	805	8062.827
G3685	G3685	805	6756.611000000001
G3686	G3686	805	7426.104600000001
G3687	G3687	805	5537.1608
G3688	G3688	805	9026.7186
G3689	G3689	805	6823.8025
G3690	G3690	805	8496.4382
G3691	G3691	805	9604.5817
G3692	G3692	805	6234.055399999999
G3693	G3693	805	7447.2526
G3694	G3694	805	3989.9689
G3695	G3695	805	6695.3976999999995
G3696	G3696	805	7208.7969
G3697	G3697	805	5380.9402
G3698	G3698	805	6781.700199999999
G3699	G3699	805	8100.471100000001
G3700	G3700	805	7215.0224
G3701	G3701	805	7397.743
G3702	G3702	805	6384.5443000000005
G3703	G3703	805	5933.5208999999995
G3704	G3704	805	6877.7036
G3705	G3705	805	6846.960500000001
G3706	G3706	805	5320.1645
G3707	G3707	805	6180.3881
G3708	G3708	805	6612.894200000001
G3709	G3709	805	7068.4957
G3710	G3710	805	5164.7353
G3711	G3711	805	6894.691500000001
G3712	G3712	805	7927.2054
G3713	G3713	805	5339.150100000001
G3714	G3714	805	6555.4621
G3715	G3715	805	8647.9738
G3716	G3716	805	7906.5028
G3717	G3717	805	6095.4007
G3718	G3718	805	7977.3496
G3719	G3719	805	5666.25
G3720	G3720	805	8319.9578
G3721	G3721	805	7559.4943
G3722	G3722	805	6459.1054
G3723	G3723	805	6204.0169000000005
G3724	G3724	805	7493.1087
G3725	G3725	805	6708.8168
G3726	G3726	805	5998.0275
G3727	G3727	805	7601.4852
G3728	G3728	805	7608.447700000001
G3729	G3729	805	5913.8258
G3730	G3730	805	6895.332700000001
G3731	G3731	805	6234.021199999999
G3732	G3732	805	6698.7573
G3733	G3733	805	5761.9114
G3734	G3734	805	7464.5339
G3735	G3735	805	5933.3804
G3736	G3736	805	5046.3685
G3737	G3737	805	5667.3658
G3738	G3738	805	7613.6839
G3739	G3739	805	6992.9555
G3740	G3740	805	7489.0931
G3741	G3741	805	7718.364600000001
G3742	G3742	805	8037.6357
G3743	G3743	805	6544.2408
G3744	G3744	805	5470.2056
G3745	G3745	805	7616.1479
G3746	G3746	805	4460.141100000001
G3747	G3747	805	7772.8265
G3748	G3748	805	6433.0925
G3749	G3749	805	5890.5669
G3750	G3750	805	7482.1734
G3751	G3751	805	7771.5815
G3752	G3752	805	3748.2113
G3753	G3753	805	6286.9636
G3754	G3754	805	8391.149399999998
G3755	G3755	805	7449.6363
G3756	G3756	805	6576.275100000001
G3757	G3757	805	5814.0322
G3758	G3758	805	6303.682000000001
G3759	G3759	805	6433.633099999999
G3760	G3760	805	5035.7865
G3761	G3761	805	4866.2124
G3762	G3762	805	7610.7178
G3763	G3763	805	5863.7824
G3764	G3764	805	6366.9648
G3765	G3765	805	7266.216
G3766	G3766	805	7645.8999
G3767	G3767	805	7423.510899999999
G3768	G3768	805	6766.412899999999
G3769	G3769	805	6095.4252
G3770	G3770	805	5971.3175
G3771	G3771	805	7038.3829000000005
G3772	G3772	805	7148.2137999999995
G3773	G3773	805	6446.2012
G3774	G3774	805	4373.5535
G3775	G3775	805	7961.7689
G3776	G3776	805	7083.8817
G3777	G3777	805	6758.2316
G3778	G3778	805	8452.998
G3779	G3779	805	5412.6359
G3780	G3780	805	6432.5413
G3781	G3781	805	6545.305699999999
G3782	G3782	805	7126.7968
G3783	G3783	805	4358.4889
G3784	G3784	805	6307.5199
G3785	G3785	805	6388.955
G3786	G3786	805	7804.197700000001
G3787	G3787	805	6792.894699999999
G3788	G3788	805	7022.3282
G3789	G3789	805	7415.4779
G3790	G3790	805	6300.1488
G3791	G3791	805	7153.5018
G3792	G3792	805	5707.2677
G3793	G3793	805	7631.291800000001
G3794	G3794	805	3338.8347
G3795	G3795	805	6745.7232
G3796	G3796	805	5115.295
G3797	G3797	805	7171.0455
G3798	G3798	805	7233.6834
G3799	G3799	805	3342.3426
G3800	G3800	805	6278.3752
G3801	G3801	805	3884.3238
G3802	G3802	805	7652.115899999999
G3803	G3803	805	7025.4209
G3804	G3804	805	10375.755799999999
G3805	G3805	805	7213.4254
G3806	G3806	805	7146.5345
G3807	G3807	805	7426.201
G3808	G3808	805	5396.9632
G3809	G3809	805	5038.411099999999
G3810	G3810	805	8065.9382
G3811	G3811	805	5695.41
G3812	G3812	805	6572.2474
G3813	G3813	805	8262.543300000001
G3814	G3814	805	6562.5823
G3815	G3815	805	7699.7533
G3816	G3816	805	7045.219
G3817	G3817	805	7598.0742
G3818	G3818	805	7656.849
G3819	G3819	805	6148.405999999999
G3820	G3820	805	6437.924000000001
G3821	G3821	805	6959.9616
G3822	G3822	805	5047.698200000001
G3823	G3823	805	7357.45
G3824	G3824	805	7495.1259
G3825	G3825	805	6400.357
G3826	G3826	805	7504.357400000001
G3827	G3827	805	10023.448400000001
G3828	G3828	805	7895.955599999999
G3829	G3829	805	7403.0317
G3830	G3830	805	10097.196
G3831	G3831	805	8611.5321
G3832	G3832	805	6453.427600000001
G3833	G3833	805	6115.499400000001
G3834	G3834	805	6489.6407
G3835	G3835	805	6072.2087
G3836	G3836	805	7441.827300000001
G3837	G3837	805	7739.780000000001
G3838	G3838	805	6868.1894
G3839	G3839	805	7905.6974
G3840	G3840	805	6188.795999999999
G3841	G3841	805	7323.4576
G3842	G3842	805	5400.435100000001
G3843	G3843	805	7469.311100000001
G3844	G3844	805	7931.6757
G3845	G3845	805	7549.5435
G3846	G3846	805	6803.5154
G3847	G3847	805	7405.3198
G3848	G3848	805	6227.095
G3849	G3849	805	8087.788500000001
G3850	G3850	805	7159.056500000001
G3851	G3851	805	6206.713
G3852	G3852	805	6605.3958
G3853	G3853	805	8407.394499999999
G3854	G3854	805	7425.9081
G3855	G3855	805	5606.308900000001
G3856	G3856	805	6358.0149
G3857	G3857	805	7523.2203
G3858	G3858	805	7525.9496
G3859	G3859	805	6285.0667
G3860	G3860	805	10217.0426
G3861	G3861	805	8526.1975
G3862	G3862	805	8534.5155
G3863	G3863	805	6805.1623
G3864	G3864	805	6794.5529
G3865	G3865	805	6028.4979
G3866	G3866	805	3429.7766
G3867	G3867	805	7736.8162
G3868	G3868	805	7958.9326
G3869	G3869	805	9754.5363
G3870	G3870	805	6310.9038
G3871	G3871	805	10472.2255
G3872	G3872	805	6202.1612
G3873	G3873	805	6992.4121000000005
G3874	G3874	805	7887.8382
G3875	G3875	805	7057.1613
G3876	G3876	805	6164.1777999999995
G3877	G3877	805	5330.4621
G3878	G3878	805	5984.7557
G3879	G3879	805	8105.1408
G3880	G3880	805	7210.5928
G3881	G3881	805	5744.9583999999995
G3882	G3882	805	6777.5795
G3883	G3883	805	5725.1314
G3884	G3884	805	7267.7624
G3885	G3885	805	6686.9467
G3886	G3886	805	6568.553000000001
G3887	G3887	805	7457.990599999999
G3888	G3888	805	6861.4232
G3889	G3889	805	9519.1675
G3890	G3890	805	8139.6893
G3891	G3891	805	7361.0898
G3892	G3892	805	6998.1642
G3893	G3893	805	5099.3956
G3894	G3894	805	7250.2606
G3895	G3895	805	5237.410900000001
G3896	G3896	805	7493.608
G3897	G3897	805	6052.3542
G3898	G3898	805	6914.703299999999
G3899	G3899	805	6406.9878
G3900	G3900	805	3965.4094000000005
G3901	G3901	805	7343.7691
G3902	G3902	805	8150.1217
G3903	G3903	805	6981.1332
G3904	G3904	805	8666.08
G3905	G3905	805	6556.3529
G3906	G3906	805	7569.7972
G3907	G3907	805	6626.7738
G3908	G3908	805	7314.1581
G3909	G3909	805	7956.390299999999
G3910	G3910	805	7990.036599999999
G3911	G3911	805	7824.424500000001
G3912	G3912	805	5492.5669
G3913	G3913	805	6888.152099999999
G3914	G3914	805	6891.7296
G3915	G3915	805	6892.3969
G3916	G3916	805	7479.7715
G3917	G3917	805	7669.746899999999
G3918	G3918	805	6879.2376
G3919	G3919	805	7658.990900000001
G3920	G3920	805	6623.1074
G3921	G3921	805	8444.6924
G3922	G3922	805	4099.3431
G3923	G3923	805	5684.3105000000005
G3924	G3924	805	6663.6975
G3925	G3925	805	5933.4056
G3926	G3926	805	6254.146299999999
G3927	G3927	805	7532.294900000001
G3928	G3928	805	6622.6601
G3929	G3929	805	6412.411099999999
G3930	G3930	805	5347.6086
G3931	G3931	805	4922.1158
G3932	G3932	805	5875.396500000001
G3933	G3933	805	5367.3829
G3934	G3934	805	6944.333199999999
G3935	G3935	805	7636.1985
G3936	G3936	805	7353.0869
G3937	G3937	805	7095.793299999999
G3938	G3938	805	6661.927299999999
G3939	G3939	805	7269.164699999999
G3940	G3940	805	8067.5703
G3941	G3941	805	9538.106899999999
G3942	G3942	805	7022.6289
G3943	G3943	805	5978.874599999999
G3944	G3944	805	5241.0041
G3945	G3945	805	7206.357
G3946	G3946	805	6301.1968
G3947	G3947	805	8065.831999999999
G3948	G3948	805	8247.597099999999
G3949	G3949	805	9221.607100000001
G3950	G3950	805	7491.878500000001
G3951	G3951	805	6889.0642
G3952	G3952	805	6462.4475
G3953	G3953	805	7643.5162
G3954	G3954	805	7533.71
G3955	G3955	805	7309.4861
G3956	G3956	805	8169.1091
G3957	G3957	805	7426.7963
G3958	G3958	805	7902.8146
G3959	G3959	805	6957.9551
G3960	G3960	805	7276.6536
G3961	G3961	805	7857.9059
G3962	G3962	805	7276.7319
G3963	G3963	805	7591.0522
G3964	G3964	805	6785.4605
G3965	G3965	805	6108.7021
G3966	G3966	805	7063.2197
G3967	G3967	805	4031.2827
G3968	G3968	805	6151.1058
G3969	G3969	805	6632.0888
G3970	G3970	805	4818.3944
G3971	G3971	805	7446.933
G3972	G3972	805	5710.8026
G3973	G3973	805	7726.1782
G3974	G3974	805	5967.8691
G3975	G3975	805	6417.7491
G3976	G3976	805	7231.3697
G3977	G3977	805	7448.214899999999
G3978	G3978	805	7344.9743
G3979	G3979	805	6970.4147
G3980	G3980	805	6387.4691
G3981	G3981	805	10092.1065
G3982	G3982	805	6659.323200000001
G3983	G3983	805	6269.0241000000005
G3984	G3984	805	8163.2309
G3985	G3985	805	8334.8705
G3986	G3986	805	7230.948
G3987	G3987	805	6490.0121
G3988	G3988	805	6001.502299999999
G3989	G3989	805	5518.5116
G3990	G3990	805	7772.1018
G3991	G3991	805	5546.511
G3992	G3992	805	6390.857599999999
G3993	G3993	805	6386.837799999999
G3994	G3994	805	7144.1059
G3995	G3995	805	7164.2642
G3996	G3996	805	5409.3228
G3997	G3997	805	6899.2225
G3998	G3998	805	6281.5679
G3999	G3999	805	8124.7744999999995
G4000	G4000	805	7244.0231
G4001	G4001	805	6649.4282
G4002	G4002	805	6522.753000000001
G4003	G4003	805	6737.8463
G4004	G4004	805	6592.3416
G4005	G4005	805	7191.963400000001
G4006	G4006	805	6490.7428
G4007	G4007	805	7339.922
G4008	G4008	805	4786.0765
G4009	G4009	805	7936.3767
G4010	G4010	805	8144.5583
G4011	G4011	805	7775.7669000000005
G4012	G4012	805	6718.4655
G4013	G4013	805	6135.5524000000005
G4014	G4014	805	6159.3861
G4015	G4015	805	4764.2503
G4016	G4016	805	6650.997399999999
G4017	G4017	805	5626.9028
G4018	G4018	805	7199.1282
G4019	G4019	805	6605.5196
G4020	G4020	805	7832.8034
G4021	G4021	805	5941.9917000000005
G4022	G4022	805	6521.727000000001
G4023	G4023	805	5868.8204000000005
G4024	G4024	805	8197.6214
G4025	G4025	805	7738.9907
G4026	G4026	805	8023.2696
G4027	G4027	805	8483.735200000001
G4028	G4028	805	4790.3045999999995
G4029	G4029	805	8682.0975
G4030	G4030	805	6331.6867
G4031	G4031	805	6551.3027
G4032	G4032	805	6380.9310000000005
G4033	G4033	805	7092.668100000001
G4034	G4034	805	7127.1895
G4035	G4035	805	6819.8408
G4036	G4036	805	6400.0838
G4037	G4037	805	5786.8274
G4038	G4038	805	5748.6831999999995
G4039	G4039	805	7400.5499
G4040	G4040	805	7863.0244
G4041	G4041	805	6867.0474
G4042	G4042	805	6771.4833
G4043	G4043	805	5897.016799999999
G4044	G4044	805	7048.5551000000005
G4045	G4045	805	5711.1774000000005
G4046	G4046	805	7390.9638
G4047	G4047	805	7633.700199999999
G4048	G4048	805	9706.6317
G4049	G4049	805	6806.893400000001
G4050	G4050	805	6544.882
G4051	G4051	805	6748.6033
G4052	G4052	805	6177.555
G4053	G4053	805	6723.9812
G4054	G4054	805	6081.8471
G4055	G4055	805	8847.710500000001
G4056	G4056	805	8317.460899999998
G4057	G4057	805	6562.7612
G4058	G4058	805	6454.7086
G4059	G4059	805	6859.5676
G4060	G4060	805	4072.8865
G4061	G4061	805	5365.5393
G4062	G4062	805	8173.488300000001
G4063	G4063	805	7055.5608
G4064	G4064	805	6353.5311
G4065	G4065	805	6875.7618
G4066	G4066	805	7747.7363
G4067	G4067	805	8556.6519
G4068	G4068	805	7675.1354
G4069	G4069	805	6459.2986
G4070	G4070	805	6785.2644
G4071	G4071	805	6067.637
G4072	G4072	805	7396.4
G4073	G4073	805	6220.413
G4074	G4074	805	7152.6256
G4075	G4075	805	7823.4113
G4076	G4076	805	7290.7707
G4077	G4077	805	7919.7563
G4078	G4078	805	6423.402700000001
G4079	G4079	805	6068.7189
G4080	G4080	805	7656.8714
G4081	G4081	805	6320.6917
G4082	G4082	805	5877.408600000001
G4083	G4083	805	8066.046200000001
G4084	G4084	805	6658.2853
G4085	G4085	805	5748.5502
G4086	G4086	805	6791.3811000000005
G4087	G4087	805	6652.8133
G4088	G4088	805	9020.9065
G4089	G4089	805	7931.1777999999995
G4090	G4090	805	5423.161700000001
G4091	G4091	805	6234.7552
G4092	G4092	805	7312.8243
G4093	G4093	805	6150.3212
G4094	G4094	805	6772.6458
G4095	G4095	805	8111.592900000001
G4096	G4096	805	6195.1654
G4097	G4097	805	6248.3425
G4098	G4098	805	7281.5399
G4099	G4099	805	6337.9572
G4100	G4100	805	6159.2796
G4101	G4101	805	6358.4348
G4102	G4102	805	9847.9701
G4103	G4103	805	6985.990400000001
G4104	G4104	805	5717.0574
G4105	G4105	805	7190.495400000001
G4106	G4106	805	7270.7582
G4107	G4107	805	6250.1705
G4108	G4108	805	6523.0118999999995
G4109	G4109	805	6801.775299999999
G4110	G4110	805	7599.168600000001
G4111	G4111	805	6652.2833
G4112	G4112	805	10585.4568
G4113	G4113	805	7990.9803999999995
G4114	G4114	805	5459.713400000001
G4115	G4115	805	6986.251499999999
G4116	G4116	805	8765.596000000001
G4117	G4117	805	6632.8901000000005
G4118	G4118	805	6114.3306
G4119	G4119	805	6496.014700000001
G4120	G4120	805	6402.81
G4121	G4121	805	8056.9923
G4122	G4122	805	5962.5866000000005
G4123	G4123	805	7111.722299999999
G4124	G4124	805	6182.2784
G4125	G4125	805	7112.843699999999
G4126	G4126	805	5878.524600000001
G4127	G4127	805	6510.034900000001
G4128	G4128	805	5987.9356
G4129	G4129	805	7543.6367
G4130	G4130	805	7539.4826
G4131	G4131	805	6691.863600000001
G4132	G4132	805	8147.314500000001
G4133	G4133	805	7025.7971
G4134	G4134	805	8343.4382
G4135	G4135	805	6600.125
G4136	G4136	805	8102.438099999999
G4137	G4137	805	6527.4776
G4138	G4138	805	6158.5704
G4139	G4139	805	5177.3566
G4140	G4140	805	6759.0728
G4141	G4141	805	7100.2287
G4142	G4142	805	6133.4533
G4143	G4143	805	7129.9044
G4144	G4144	805	4743.0044
G4145	G4145	805	7068.1831
G4146	G4146	805	7998.692
G4147	G4147	805	7800.758599999999
G4148	G4148	805	7282.4267
G4149	G4149	805	5607.5153
G4150	G4150	805	6980.1546
G4151	G4151	805	5490.4569
G4152	G4152	805	7737.379000000001
G4153	G4153	805	4978.530000000001
G4154	G4154	805	7959.5643
G4155	G4155	805	6963.050499999999
G4156	G4156	805	6224.054899999999
G4157	G4157	805	6111.8000999999995
G4158	G4158	805	6233.4693
G4159	G4159	805	6031.9883
G4160	G4160	805	6869.8739000000005
G4161	G4161	805	6886.4987
G4162	G4162	805	6412.573
G4163	G4163	805	8108.7305
G4164	G4164	805	7483.0729
G4165	G4165	805	10112.5193
G4166	G4166	805	7196.0362000000005
G4167	G4167	805	6275.7389
G4168	G4168	805	7450.9133
G4169	G4169	805	8197.292
G4170	G4170	805	6309.1335
G4171	G4171	805	5867.920700000001
G4172	G4172	805	7956.2243
G4173	G4173	805	8359.4269
G4174	G4174	805	6586.6326
G4175	G4175	805	8152.3721000000005
G4176	G4176	805	9667.5343
G4177	G4177	805	5358.5698
G4178	G4178	805	6757.5159
G4179	G4179	805	6617.5172999999995
G4180	G4180	805	7109.2546
G4181	G4181	805	4940.759900000001
G4182	G4182	805	6651.503900000001
G4183	G4183	805	7524.0789
G4184	G4184	805	7028.3673
G4185	G4185	805	6938.6159
G4186	G4186	805	6587.4838
G4187	G4187	805	5868.625999999999
G4188	G4188	805	6251.1809
G4189	G4189	805	8916.9715
G4190	G4190	805	9757.698100000001
G4191	G4191	805	6583.9091
G4192	G4192	805	6321.7104
G4193	G4193	805	5217.2826000000005
G4194	G4194	805	7387.240900000001
G4195	G4195	805	8437.573799999998
G4196	G4196	805	8525.399
G4197	G4197	805	6982.4728000000005
G4198	G4198	805	7461.509400000001
G4199	G4199	805	6824.124099999999
G4200	G4200	805	10104.1634
G4201	G4201	805	6728.9418000000005
G4202	G4202	805	8513.102900000002
G4203	G4203	805	4422.5136
G4204	G4204	805	7481.1781
G4205	G4205	805	10122.5836
G4206	G4206	805	8823.3004
G4207	G4207	805	6326.845899999999
G4208	G4208	805	7030.683900000001
G4209	G4209	805	8182.3466
G4210	G4210	805	6730.3727
G4211	G4211	805	4585.589400000001
G4212	G4212	805	10193.1724
G4213	G4213	805	8406.5919
G4214	G4214	805	8274.4507
G4215	G4215	805	6711.6692
G4216	G4216	805	6883.7621
G4217	G4217	805	6906.5056
G4218	G4218	805	6553.6504
G4219	G4219	805	8165.1991
G4220	G4220	805	5800.1885
G4221	G4221	805	6276.2532
G4222	G4222	805	5971.081999999999
G4223	G4223	805	8172.9893
G4224	G4224	805	8440.0295
G4225	G4225	805	7667.9172
G4226	G4226	805	5053.4309
G4227	G4227	805	4432.1664
G4228	G4228	805	6479.8582
G4229	G4229	805	6691.723300000001
G4230	G4230	805	6366.620800000001
G4231	G4231	805	5279.177
G4232	G4232	805	7219.594700000001
G4233	G4233	805	5884.8625
G4234	G4234	805	7313.9213
G4235	G4235	805	7005.055700000001
G4236	G4236	805	5160.3735
G4237	G4237	805	6567.7091
G4238	G4238	805	9009.1662
G4239	G4239	805	6054.2614
G4240	G4240	805	7256.9241
G4241	G4241	805	8376.981899999999
G4242	G4242	805	7255.419599999999
G4243	G4243	805	8146.503699999999
G4244	G4244	805	6168.2081
G4245	G4245	805	6305.9026
G4246	G4246	805	7693.1311
G4247	G4247	805	6541.3503
G4248	G4248	805	8136.971
G4249	G4249	805	7889.1623
G4250	G4250	805	7081.2228
G4251	G4251	805	6892.4534
G4252	G4252	805	6912.914699999999
G4253	G4253	805	6841.5681
G4254	G4254	805	7446.2897
G4255	G4255	805	7318.416800000001
G4256	G4256	805	6101.2762999999995
G4257	G4257	805	4900.9793
G4258	G4258	805	6220.3182
G4259	G4259	805	7106.1694
G4260	G4260	805	8087.8371
G4261	G4261	805	8582.1834
G4262	G4262	805	6498.6077
G4263	G4263	805	6411.8072999999995
G4264	G4264	805	5505.0107
G4265	G4265	805	7498.085099999999
G4266	G4266	805	6926.1264
G4267	G4267	805	4173.0983
G4268	G4268	805	4925.740400000001
G4269	G4269	805	9243.929399999999
G4270	G4270	805	6787.272000000001
G4271	G4271	805	6484.472900000001
G4272	G4272	805	9016.32
G4273	G4273	805	6094.803
G4274	G4274	805	5059.9919
G4275	G4275	805	6183.900199999999
G4276	G4276	805	6856.2461
G4277	G4277	805	6782.771500000001
G4278	G4278	805	7356.5818
G4279	G4279	805	6734.048
G4280	G4280	805	5435.1187
G4281	G4281	805	6846.731300000001
G4282	G4282	805	7635.392400000001
G4283	G4283	805	6559.327
G4284	G4284	805	7202.275299999999
G4285	G4285	805	7084.018099999999
G4286	G4286	805	6495.8439
G4287	G4287	805	8150.4671
G4288	G4288	805	3405.4366
G4289	G4289	805	4468.9858
G4290	G4290	805	6043.8874
G4291	G4291	805	7267.6385
G4292	G4292	805	6692.087800000001
G4293	G4293	805	6534.828
G4294	G4294	805	6414.0236
G4295	G4295	805	8279.616999999998
G4296	G4296	805	8850.512200000001
G4297	G4297	805	4153.3324
G4298	G4298	805	6795.9372
G4299	G4299	805	7474.8229
G4300	G4300	805	7549.8521
G4301	G4301	805	7841.6975
G4302	G4302	805	7491.168299999999
G4303	G4303	805	8427.6869
G4304	G4304	805	6664.7658
G4305	G4305	805	6381.3861
G4306	G4306	805	7823.6828
G4307	G4307	805	7597.532
G4308	G4308	805	6569.2245
G4309	G4309	805	6441.919800000001
G4310	G4310	805	7091.3884
G4311	G4311	805	8269.7034
G4312	G4312	805	4941.8067
G4313	G4313	805	6815.3477
G4314	G4314	805	8667.082300000002
G4315	G4315	805	6286.0779999999995
G4316	G4316	805	7325.1161
G4317	G4317	805	7528.2418
G4318	G4318	805	5005.1437000000005
G4319	G4319	805	11886.030999999999
G4320	G4320	805	6726.672500000001
G4321	G4321	805	7130.3603
G4322	G4322	805	8332.8373
G4323	G4323	805	6121.7209
G4324	G4324	805	6626.6301
G4325	G4325	805	6748.3447
G4326	G4326	805	7596.2822
G4327	G4327	805	6199.8866
G4328	G4328	805	6220.6336
G4329	G4329	805	5908.2269
G4330	G4330	805	6741.7002
